location_tag,province,owner,rank,rgo,capacity_people,pops_people,over_capacity,processor,processor_levels,farm,farm_levels,land_levels_available,farm_land_people,farm_limit
grange,dalarna_province,SWE,rural_settlement,iron,19400.0,1216.0,false,iron_mine,0,"",0,0,0.0,""
wuan,cizhou_province,CHI,town,wheat,91700.0,28900.000000000004,false,"",0,farming_village,6,11,30000.0,cap
avraga,kerulen_province,CHI,rural_settlement,horses,19500.0,18166.0,false,"",0,"",0,0,0.0,""
huriel,bourbon_province,BOU,rural_settlement,wool,156870.0,49900.0,false,"",0,sheep_farms,6,52,12000.0,cap
kantit,varanasi_province,DLH,rural_settlement,rice,160290.0,159233.99999999997,false,"",0,farming_village,0,0,0.0,land
guzhou,liping_province,GZH,rural_settlement,lumber,43500.0,14982.0,false,lumber_mill,0,"",0,0,0.0,""
linlithgow,lothian_province,SBL,rural_settlement,livestock,168880.0,4003.9999999999995,false,"",0,farming_village,2,31,10000.0,workers
sason,hasankeyf_province,HZR,rural_settlement,livestock,34800.0,1787.0000000000002,false,"",0,farming_village,0,5,0.0,workers
harlau,dorohei_province,IAS,rural_settlement,livestock,76020.0,9025.0,false,"",0,farming_village,5,12,25000.0,workers
haifeng,huizhou_guangdong_province,CHI,rural_settlement,beeswax,90250.0,8907.0,false,"",0,farming_village,5,15,25000.0,workers
durg,raipur_garjats,RTP,rural_settlement,rice,151740.0,32016.0,false,"",0,farming_village,6,22,30000.0,cap
plymouth,devon_province,ENG,rural_settlement,tin,122750.0,20779.999999999996,false,tin_streamworks,1,"",0,0,0.0,""
chaocheng,puzhou_province,CHI,rural_settlement,legumes,151230.0,9976.0,false,"",0,farming_village,5,27,25000.0,workers
diriyah,arid_province,KLB,rural_settlement,wheat,31700.0,30002.000000000004,false,"",0,farming_village,0,0,0.0,land
wuwei,he_province,CHI,town,wheat,265180.0,69517.00000000001,false,"",0,farming_village,6,38,30000.0,cap
morgex,aosta_province,AOS,rural_settlement,lumber,55700.0,26359.0,false,lumber_mill,2,"",0,0,0.0,""
dzaigil,tes_province,CRS,rural_settlement,livestock,11800.0,9480.0,false,"",0,farming_village,0,0,0.0,land
delaram,zaranj_province,MIH,rural_settlement,wool,21900.0,4326.0,false,"",0,sheep_farms,2,8,4000.0,workers
macedo,tras_os_montes,POR,rural_settlement,lumber,53810.0,10324.0,false,lumber_mill,2,"",0,0,0.0,""
enjebara,gojjam_province,ETH,rural_settlement,medicaments,51600.0,19202.0,false,"",0,"",0,0,0.0,""
milicz,olesnica_province,OEL,rural_settlement,fish,93630.0,4585.0,false,fishing_village,2,"",0,0,0.0,""
yangikent,yangikent_province,GLH,rural_settlement,cotton,28100.0,1188.0,false,"",0,"",0,0,0.0,""
pina_de_ebro,zaragoza_province,ARA,rural_settlement,marble,81710.0,6631.0,false,marble_quarry,1,"",0,0,0.0,""
perbaungan,deli_province,ARU,rural_settlement,livestock,88490.0,11263.0,false,"",0,farming_village,6,14,30000.0,cap
dover,kent_province,ENG,rural_settlement,fish,176470.0,24683.0,false,fishing_village,3,farming_village,6,29,30000.0,cap
chishmy,chishmy_province,GLH,rural_settlement,lumber,44910.0,4592.0,false,lumber_mill,0,"",0,0,0.0,""
son_la,nguu_hoong_province,CBK,rural_settlement,millet,39000.0,22205.000000000004,false,"",0,farming_village,0,2,0.0,workers
khulays,khulays_province,MEC,rural_settlement,fish,26800.0,17042.0,false,fishing_village,3,"",0,0,0.0,""
brzeznica,sieradz_province,SDZ,rural_settlement,millet,107440.0,17807.0,false,"",0,farming_village,6,16,30000.0,cap
weimo,mengzi_province,GGX,rural_settlement,wild_game,104510.0,4851.0,false,forest_village,0,"",0,0,0.0,""
enookwasaneenah,pokemaga_province,WGH,rural_settlement,sand,38400.0,2988.0,false,sand_pit,0,"",0,0,0.0,""
banbishan,jizhou_province,CHI,rural_settlement,livestock,59000.0,15812.999999999998,false,"",0,farming_village,6,7,30000.0,cap
pingzhu,duyun_province,DYN,rural_settlement,livestock,61000.0,9828.000000000002,false,"",0,farming_village,0,9,0.0,workers
shavgar,akkol_province,CHG,rural_settlement,livestock,26400.0,1871.0,false,"",0,farming_village,0,3,0.0,workers
qiubei,guanxi_province,GGX,rural_settlement,cotton,89710.0,5452.0,false,"",0,"",0,0,0.0,""
taihe,yingzhou_province,CHI,rural_settlement,wheat,145340.0,28434.0,false,"",0,farming_village,6,22,30000.0,cap
ried,schaunberg_province,LBV,rural_settlement,livestock,157760.0,18993.0,false,"",0,farming_village,6,26,30000.0,cap
siraha,darbhanga_province,ONW,rural_settlement,lumber,114890.0,89676.0,false,lumber_mill,2,"",0,0,0.0,""
orda_bazar,ulytau_province,GLH,rural_settlement,horses,14500.0,2192.0,false,"",0,"",0,0,0.0,""
belyov,odoyev_province,NSL,rural_settlement,wild_game,73220.0,10722.000000000002,false,forest_village,2,"",0,0,0.0,""
rzhavets,odoyev_province,NSL,rural_settlement,legumes,66410.0,6760.0,false,"",0,farming_village,4,10,20000.0,workers
patan,sarasvata,DLH,rural_settlement,dyes,167960.0,180336.0,true,"",0,"",0,0,0.0,""
senderk,minab_province,ORM,rural_settlement,iron,21300.0,2460.0,false,iron_mine,1,"",0,0,0.0,""
soest,lippe_province,KOL,town,livestock,190480.0,8939.0,false,"",0,farming_village,5,35,25000.0,workers
zhamankul,tokrau_province,GLH,rural_settlement,legumes,26500.0,3585.0,false,"",0,farming_village,0,3,0.0,workers
siegburg,bergisches_land_province,BRG,rural_settlement,clay,162870.0,21057.000000000004,false,clay_pit,2,farming_village,6,27,30000.0,cap
gechak,nangchen_province,NCN,rural_settlement,wheat,10700.0,4614.0,false,"",0,farming_village,0,0,0.0,land
wedde,ommelanden_province,FRI,rural_settlement,sand,112630.0,6922.0,false,sand_pit,1,"",0,0,0.0,""
bihar_sharif,patna_province,DLH,rural_settlement,silk,180740.0,180611.0,false,"",0,"",0,0,0.0,""
ust_koksa,altayskoye_province,OGE,rural_settlement,iron,6700.0,876.0,false,iron_mine,0,"",0,0,0.0,""
al_matamma,upper_butana_province,ALO,rural_settlement,livestock,38200.0,35833.0,false,"",0,farming_village,0,0,0.0,land
linhuan,suzhou_north_province,CHI,rural_settlement,legumes,104620.0,33937.0,false,"",0,farming_village,6,13,30000.0,cap
avila,avila_province,CAS,rural_settlement,fiber_crops,94330.0,41272.00000000001,false,"",0,"",0,0,0.0,""
smederevo,sumadija_province,SER,rural_settlement,marble,118040.0,29809.0,false,marble_quarry,1,"",0,0,0.0,""
boseong,suncheon_province,KOR,rural_settlement,tea,59900.0,10057.0,false,"",0,"",0,0,0.0,""
ochi,iyo_province,JAP,rural_settlement,fruit,54400.0,25878.0,false,"",0,fruit_orchard,4,4,20000.0,land
quy_hoa,quy_hoa_province,CBK,rural_settlement,wool,42700.0,20184.0,false,"",0,sheep_farms,0,10,0.0,workers
raichur,raichur_doab,VIJ,city,cotton,128730.0,68467.0,false,"",0,"",0,0,0.0,""
bilghah,al_hisu_province,MUT,rural_settlement,fruit,11300.0,2582.0,false,"",0,fruit_orchard,0,0,0.0,land
muping,ninghai_province,CHI,town,livestock,148510.0,131596.0,false,"",0,farming_village,2,2,10000.0,land
derbent,shirvan_province,SRV,rural_settlement,wheat,42610.0,4584.0,false,"",0,farming_village,1,6,5000.0,workers
daraban,koh_e_sulayman_province,DLH,rural_settlement,wool,65610.0,54954.0,false,"",0,sheep_farms,4,4,8000.0,land
el_kef,medjerda_province,TUN,rural_settlement,legumes,52010.0,26632.0,false,"",0,farming_village,4,4,20000.0,land
killeshandra,breifne_province,BFN,rural_settlement,livestock,33600.0,316.0,false,"",0,farming_village,0,5,0.0,workers
yangshan,lianzhou_guangdong_province,CHI,town,livestock,136800.0,134705.0,false,"",0,farming_village,0,0,0.0,land
nibork,masuria_province,TEU,rural_settlement,clay,60910.0,3999.0,false,clay_pit,0,"",0,0,0.0,""
gonga_chode,dingri_province,TIB,rural_settlement,wool,19100.0,6859.0,false,"",0,sheep_farms,4,5,8000.0,workers
huaxtepec,tlalnahuac_province,HUX,rural_settlement,maize,110040.0,75983.0,false,"",0,farming_village,5,5,25000.0,land
toki,mino_province,JAP,rural_settlement,clay,74340.0,25448.0,false,clay_pit,2,"",0,0,0.0,""
yexian_laizhou,laizhou_province,CHI,town,goods_gold,167610.0,166966.99999999997,false,gold_diggings,1,"",0,0,0.0,""
viljandi,north_livonia_province,LIV,rural_settlement,medicaments,39300.0,3314.0,false,"",0,"",0,0,0.0,""
yangyuan,yangzhou_shaanxi_province,CHI,rural_settlement,salt,45400.0,8592.0,false,inland_saltworks,2,"",0,0,0.0,""
aheyya_fagg,amhara_province,ETH,rural_settlement,lumber,39900.0,17834.0,false,lumber_mill,2,"",0,0,0.0,""
narva,estonia_province,DAN,rural_settlement,fish,57310.0,6268.0,false,fishing_village,3,"",0,0,0.0,""
skien,vestfold_province,NOR,rural_settlement,fish,41500.0,7395.0,false,fishing_village,3,"",0,0,0.0,""
arsubaniket,isbijab_province,CHG,rural_settlement,wheat,36800.0,3192.0,false,"",0,farming_village,1,5,5000.0,workers
malykovka,saratov_province,GLH,rural_settlement,horses,39600.0,5186.0,false,"",0,"",0,0,0.0,""
koskuduk,lower_emba_province,GLH,rural_settlement,fish,11900.0,2429.0,false,fishing_village,0,"",0,0,0.0,""
roskilde,zealand_province,DAN,town,wheat,122340.0,34657.0,false,"",0,farming_village,6,16,30000.0,cap
varallo,novara_province,MLO,rural_settlement,lumber,38000.0,8562.0,false,lumber_mill,2,"",0,0,0.0,""
changlin,jingmen_province,CHI,rural_settlement,rice,125180.0,15541.0,false,"",0,farming_village,6,20,30000.0,cap
kaicheng_guyuan,guyuan_province,CHI,rural_settlement,wheat,51100.0,10745.0,false,"",0,farming_village,6,7,30000.0,cap
argun,simsir_province,DZK,rural_settlement,fur,44700.0,4697.0,false,forest_village,0,"",0,0,0.0,""
guamonial,gorontalo_province,GRT,rural_settlement,fish,38200.0,984.0,false,fishing_village,0,"",0,0,0.0,""
jindo,naju_province,KOR,rural_settlement,rice,97260.0,6071.000000000001,false,"",0,farming_village,3,17,15000.0,workers
kodungallur,kuda_nadu,KDU,rural_settlement,fish,67640.0,66182.0,false,fishing_village,3,"",0,0,0.0,""
heilbronn,kraichgau_province,HBR,rural_settlement,wine,136450.0,16445.999999999996,false,"",0,"",0,0,0.0,""
yelabuga,sarapul_province,PRM,rural_settlement,fur,88340.0,6552.0,false,forest_village,0,farming_village,0,15,0.0,workers
hasankale,malazgirt_province,SME,rural_settlement,beeswax,99330.0,18324.0,false,"",0,farming_village,6,15,30000.0,cap
chudovo,lopskaya_province,NOV,rural_settlement,lumber,45800.0,6721.0,false,lumber_mill,2,"",0,0,0.0,""
poenari,north_muntenia_province,WAL,rural_settlement,millet,37900.0,5582.000000000001,false,"",0,farming_village,3,5,15000.0,workers
qardho,ciid_province,IFA,rural_settlement,livestock,11000.0,4574.0,false,"",0,farming_village,0,0,0.0,land
al_labbah,zubala_province,FDL,rural_settlement,livestock,11900.0,2272.0,false,"",0,farming_village,0,0,0.0,land
hsenwi,hsenwi_province,HSE,rural_settlement,lead,47000.0,10365.0,false,lead_mine,0,"",0,0,0.0,""
busiyn,smaller_yenisei_province,CRS,rural_settlement,fiber_crops,7300.0,6962.0,false,"",0,"",0,0,0.0,""
dakahla,dakahliyya_province,MAM,rural_settlement,rice,72050.0,96459.0,true,"",0,farming_village,0,0,0.0,land
znamenskoye,tara_province,GLH,rural_settlement,fur,13000.0,1025.0,false,forest_village,0,"",0,0,0.0,""
wicklow,dublin_province,PLE,rural_settlement,wheat,66720.0,9000.0,false,"",0,farming_village,2,10,10000.0,workers
diakha,kita_province,BBK,rural_settlement,wheat,42200.0,9007.0,false,"",0,farming_village,3,5,15000.0,workers
liupu,quanzhou_guangxi_province,CHI,rural_settlement,lumber,60710.0,31156.000000000004,false,lumber_mill,2,"",0,0,0.0,""
mwamasapa,upper_malawi_province,TBK,rural_settlement,coal,36700.0,35383.0,false,coal_mine,0,"",0,0,0.0,""
bryante,gilyuy_province,CHI,rural_settlement,lumber,11200.0,2268.0,false,lumber_mill,0,"",0,0,0.0,""
toggenburg,thurgau_province,TGG,rural_settlement,wool,91820.0,9416.0,false,"",0,sheep_farms,5,40,10000.0,workers
theodoro,gothia_province,FEO,city,wine,65800.0,4846.0,false,"",0,"",0,0,0.0,""
baishan,baishan_province,TNZ,rural_settlement,rice,70150.0,10382.0,false,"",0,farming_village,0,10,0.0,workers
huichuan,qingzhou_beizhili_province,CHI,rural_settlement,cotton,108130.0,25611.0,false,"",0,"",0,0,0.0,""
kalundborg,zealand_province,DAN,rural_settlement,medicaments,91030.0,16404.0,false,"",0,"",0,0,0.0,""
sonda_karnataka,raichur_doab,VIJ,rural_settlement,elephants,65900.0,65426.99999999999,false,"",0,"",0,0,0.0,""
ornans,millieu_province,FCB,rural_settlement,livestock,99630.0,31118.000000000004,false,"",0,farming_village,6,12,30000.0,cap
leko,upper_musi_province,PLB,rural_settlement,lumber,71350.0,5197.0,false,lumber_mill,1,"",0,0,0.0,""
khotsimsk,mstsislaw_province,MSV,rural_settlement,wild_game,59210.0,9074.0,false,forest_village,2,"",0,0,0.0,""
chom_khao_maneerat,muang_sing_province,LNA,rural_settlement,legumes,42800.0,11386.999999999998,false,"",0,farming_village,5,5,25000.0,land
fuping,zhending_province,CHI,rural_settlement,lumber,57200.0,45626.99999999999,false,lumber_mill,2,"",0,0,0.0,""
naka_iwami,iwami_province,JAP,rural_settlement,rice,66040.0,25560.0,false,"",0,farming_village,6,7,30000.0,cap
shehong,tongchuan_province,CHI,rural_settlement,wheat,120690.0,7335.0,false,"",0,farming_village,4,21,20000.0,workers
donets_kharkiv,donetsk_province,GLH,rural_settlement,legumes,45200.0,5671.0,false,"",0,farming_village,0,6,0.0,workers
shushenskoye,minusinsk_province,GLH,rural_settlement,iron,6700.0,926.0,false,iron_mine,0,"",0,0,0.0,""
bongao,sulu_province,SUL,rural_settlement,fish,62740.0,1428.0,false,fishing_village,0,"",0,0,0.0,""
tavan,oleshia_province,GLH,rural_settlement,livestock,31200.0,3449.0,false,"",0,farming_village,1,4,5000.0,workers
lepsy,kayalyk_province,CHG,rural_settlement,sand,22700.0,1922.0,false,sand_pit,0,"",0,0,0.0,""
al_amlah,ranyah_province,SBY,rural_settlement,wheat,21200.0,10401.0,false,"",0,farming_village,1,1,5000.0,land
tamdoult,guzzula_province,TFL,rural_settlement,silver,15100.0,14902.000000000002,false,silver_mine,0,"",0,0,0.0,""
wiang_fang,chiang_rai_province,LNA,rural_settlement,livestock,51200.0,3505.0,false,"",0,farming_village,2,8,10000.0,workers
sosnytsia,chernihiv_province,CHR,rural_settlement,fur,58410.0,14785.0,false,forest_village,2,"",0,0,0.0,""
komarom,buda_province,HUN,rural_settlement,fish,148940.0,27387.0,false,fishing_village,3,farming_village,6,23,30000.0,cap
gorodishche,penza_province,GLH,rural_settlement,livestock,55010.0,9254.000000000002,false,"",0,farming_village,3,8,15000.0,workers
yax_mutal,tah_itza_province,ITZ,rural_settlement,dyes,30600.0,617.0,false,"",0,"",0,0,0.0,""
erode,kongu_nadu,HSL,rural_settlement,incense,134020.0,106976.0,false,"",0,"",0,0,0.0,""
maselga,obonezhskaya_province,NOV,rural_settlement,fur,10600.0,1478.0,false,forest_village,0,"",0,0,0.0,""
mima,awa_province,JAP,rural_settlement,tea,46500.0,24099.0,false,"",0,"",0,0,0.0,""
alyanbulag,selenga_province,CHI,rural_settlement,millet,28600.0,11458.0,false,"",0,farming_village,2,2,10000.0,land
daya_kathyn,amol_province,YSU,rural_settlement,legumes,29200.0,10600.0,false,"",0,farming_village,2,2,10000.0,land
kelinjau,upper_mahakam_province,MRP,rural_settlement,legumes,35200.0,1838.0,false,"",0,farming_village,0,5,0.0,workers
tindirma,timbuktu_province,BMR,rural_settlement,rice,25200.0,3247.0,false,"",0,farming_village,1,3,5000.0,workers
chebarkul,yetkul_province,GLH,rural_settlement,iron,33700.0,2344.0,false,iron_mine,0,"",0,0,0.0,""
shatili,kakheti_province,GEO,rural_settlement,lumber,12100.0,2303.0,false,lumber_mill,0,"",0,0,0.0,""
al_suman,nita_province,JRW,rural_settlement,fruit,22200.0,3406.9999999999995,false,"",0,fruit_orchard,2,2,10000.0,land
brilon,sauerland_province,KOL,rural_settlement,lead,88330.0,32907.0,false,lead_mine,1,"",0,0,0.0,""
subaytila,qamuda_province,TUN,rural_settlement,olives,39500.0,32790.0,false,"",0,farming_village,0,0,0.0,land
kargilik,yarkand_province,DGH,rural_settlement,wool,30700.0,6084.000000000001,false,"",0,sheep_farms,0,11,0.0,workers
firuzkuh,tabaristan_province,GRG,rural_settlement,wool,38470.0,37387.0,false,"",0,sheep_farms,0,0,0.0,land
ait_benhaddou,hascora_province,TFL,rural_settlement,wool,24900.0,5501.0,false,"",0,sheep_farms,3,9,6000.0,workers
kadom,kasimov_province,GLH,rural_settlement,livestock,44200.0,18241.999999999996,false,"",0,farming_village,0,4,0.0,workers
ulkayak,sarykopa_province,GLH,rural_settlement,wild_game,29600.0,2863.0,false,forest_village,0,"",0,0,0.0,""
dresden,elbtal_province,MEI,rural_settlement,wine,231300.0,21199.0,false,"",0,farming_village,6,41,30000.0,cap
sra_luang,sukhothai_province,SUK,rural_settlement,rice,68840.0,14303.0,false,"",0,farming_village,6,9,30000.0,cap
kamyshla,sergiyevsk_province,GLH,rural_settlement,wheat,56810.0,5308.0,false,"",0,farming_village,1,9,5000.0,workers
mareeg,ajan_province,AJU,rural_settlement,fruit,16300.0,7562.0,false,"",0,fruit_orchard,0,0,0.0,land
boala,boussouma_province,BSM,rural_settlement,ivory,45500.0,15138.0,false,"",0,"",0,0,0.0,""
jiaohe,hejian_province,CHI,rural_settlement,wheat,109730.0,24999.000000000004,false,"",0,farming_village,6,15,30000.0,cap
damba,mbanza_kongo_province,MPE,rural_settlement,clay,39400.0,6287.0,false,clay_pit,1,"",0,0,0.0,""
blonduos,north_farthing,ICE,rural_settlement,fish,4400.0,1015.9999999999998,false,fishing_village,0,"",0,0,0.0,""
uiju,uiju_province,KOR,rural_settlement,rice,111910.0,22168.0,false,"",0,farming_village,6,16,30000.0,cap
limerick,limerick_province,PLE,town,millet,109230.0,11237.0,false,"",0,farming_village,2,18,10000.0,workers
langzhong,baoning_province,CHI,rural_settlement,livestock,133500.0,6874.0,false,"",0,farming_village,4,24,20000.0,workers
baruun_tar_nuur,torey_province,QAS,rural_settlement,livestock,25600.0,3680.0,false,"",0,farming_village,0,3,0.0,workers
badra,baghdad_province,HLG,rural_settlement,millet,17800.0,15203.0,false,"",0,farming_village,0,0,0.0,land
nuwakot,east_gandak_province,KTU,rural_settlement,wild_game,39200.0,17884.0,false,forest_village,2,"",0,0,0.0,""
tobolsk,tobolsk_province,GLH,rural_settlement,fur,11100.0,1497.0,false,forest_village,0,"",0,0,0.0,""
sabya,jazan_province,YEM,rural_settlement,fish,24400.0,17284.0,false,fishing_village,3,"",0,0,0.0,""
zuera,zaragoza_province,ARA,rural_settlement,salt,80320.0,8930.0,false,inland_saltworks,2,"",0,0,0.0,""
hotalich,pleven_province,BUL,rural_settlement,wine,73010.0,14316.0,false,"",0,"",0,0,0.0,""
florence,florence_province,FLO,city,silk,149530.0,147305.99999999997,false,"",0,"",0,0,0.0,""
pekalongan,demak_province,MAJ,rural_settlement,cloves,96450.0,94258.0,false,"",0,"",0,0,0.0,""
koko,kebbi_province,ZAM,rural_settlement,rice,44900.0,15153.0,false,"",0,farming_village,2,4,10000.0,workers
kahlur,kangra_province,BSP,rural_settlement,lumber,70710.0,65651.0,false,lumber_mill,2,"",0,0,0.0,""
tuapse,tuapse_province,GEO,rural_settlement,livestock,21800.0,8069.000000000001,false,"",0,farming_village,0,1,0.0,workers
negombo,dakhina_desa,DBD,rural_settlement,pepper,108090.0,33698.0,false,"",0,"",0,0,0.0,""
rietavas,medininkai_province,LIT,rural_settlement,lumber,42800.0,10779.0,false,lumber_mill,1,"",0,0,0.0,""
koutiala,tengrela_province,BMR,rural_settlement,cotton,41400.0,6163.0,false,"",0,"",0,0,0.0,""
huaiyuan_mizhi,yulin_province,CHI,rural_settlement,wool,70200.0,42308.0,false,"",0,sheep_farms,6,13,12000.0,cap
kulykol,kulykol_province,GLH,rural_settlement,legumes,24000.0,4277.0,false,"",0,farming_village,1,2,5000.0,workers
xinning_dazhou,dazhou_province,CHI,rural_settlement,lumber,76050.0,6845.0,false,lumber_mill,2,"",0,0,0.0,""
usun,upper_yenisei_province,CRS,rural_settlement,lumber,10200.0,10154.0,false,lumber_mill,2,"",0,0,0.0,""
hillah,kufa_province,HLL,rural_settlement,rice,49600.0,26497.999999999996,false,"",0,farming_village,3,3,15000.0,land
lynn,norfolk_province,ENG,town,wool,117230.0,61147.0,false,"",0,sheep_farms,6,27,12000.0,cap
pyuthan,bheri_province,KHS,rural_settlement,livestock,44500.0,40935.0,false,"",0,farming_village,0,0,0.0,land
yukonda,qashliq_province,GLH,rural_settlement,fur,3100.0,1384.0000000000002,false,forest_village,0,"",0,0,0.0,""
andreapol,toropets_province,TPS,rural_settlement,lumber,43400.0,10175.0,false,lumber_mill,2,"",0,0,0.0,""
takassaba,kebbi_province,ZAM,rural_settlement,livestock,35400.0,15381.0,false,"",0,farming_village,3,3,15000.0,land
prerov,hradistsko_province,MVA,rural_settlement,wild_game,143850.0,45912.0,false,forest_village,2,"",0,0,0.0,""
gorodets,gorodets_province,GRS,rural_settlement,lumber,51710.0,7275.0,false,lumber_mill,2,"",0,0,0.0,""
boruy,sliven_province,BUL,rural_settlement,wool,82920.0,16059.999999999998,false,"",0,sheep_farms,6,32,12000.0,cap
nordmark,varmland_province,SWE,rural_settlement,beeswax,44010.0,2008.0,false,"",0,farming_village,1,7,5000.0,workers
itu_jilin,middle_songhua_province,YIM,rural_settlement,wheat,87300.0,85185.0,false,"",0,farming_village,0,0,0.0,land
krabi,west_kra_province,LIG,rural_settlement,beeswax,42200.0,2626.0,false,"",0,farming_village,1,6,5000.0,workers
monastir,sahel_TUN_province,TUN,rural_settlement,beeswax,132640.0,12420.0,false,"",0,farming_village,6,23,30000.0,cap
baden,rhine_valley_province,BDE,rural_settlement,wine,135850.0,35541.00000000001,false,"",0,"",0,0,0.0,""
chieti,abruzzo_citra_province,NAP,rural_settlement,wheat,190180.0,29953.000000000004,false,"",0,farming_village,6,31,30000.0,cap
zouping,jinan_province,CHI,rural_settlement,silk,124610.0,27322.0,false,"",0,"",0,0,0.0,""
rencheng,jining_province,CHI,rural_settlement,coal,167120.0,30424.000000000004,false,coal_mine,1,"",0,0,0.0,""
mandalgarh,mewar,DLH,rural_settlement,millet,121240.0,40931.99999999999,false,"",0,farming_village,0,15,0.0,workers
jaligny,bourbon_province,BOU,rural_settlement,wool,112630.0,22059.0,false,"",0,sheep_farms,6,44,12000.0,cap
usak,usak_province,GRM,rural_settlement,clay,100530.0,34954.0,false,clay_pit,2,"",0,0,0.0,""
dukagjini,illyria_province,SER,rural_settlement,fiber_crops,50010.0,6634.0,false,"",0,"",0,0,0.0,""
khirkhira,upper_argun_province,QAS,rural_settlement,millet,15400.0,7584.0,false,"",0,farming_village,0,0,0.0,land
tagmo_lingkha,lhato_province,TIB,rural_settlement,wild_game,3100.0,1560.0,false,forest_village,0,"",0,0,0.0,""
senapelan,riau_siak_province,ARU,rural_settlement,legumes,77880.0,5902.0,false,"",0,farming_village,3,13,15000.0,workers
galich,galich_province,GLM,rural_settlement,salt,38600.0,10133.0,false,inland_saltworks,2,"",0,0,0.0,""
kildare,kildare_province,KID,rural_settlement,horses,86730.0,14237.0,false,"",0,"",0,0,0.0,""
kusk_kohneh,badhghis_province,KRT,rural_settlement,livestock,47410.0,7166.0,false,"",0,farming_village,3,7,15000.0,workers
tada,nupe_province,NUP,rural_settlement,millet,62300.0,15518.0,false,"",0,farming_village,2,8,10000.0,workers
tenkodogo,tenkodogo_province,TEN,town,horses,55200.0,27103.0,false,"",0,"",0,0,0.0,""
shiewhibak,shiewhibak_province,ISL,rural_settlement,fiber_crops,27600.0,988.0,false,"",0,"",0,0,0.0,""
igra,igra_province,PRM,rural_settlement,lumber,31400.0,9754.0,false,lumber_mill,1,"",0,0,0.0,""
harishpur,rajabandi,ORI,rural_settlement,fish,212090.0,44580.00000000001,false,fishing_village,3,"",0,0,0.0,""
temsamane,kert_province,MOR,rural_settlement,livestock,31400.0,30874.0,false,"",0,farming_village,0,0,0.0,land
turnhout,antwerp_province,BRB,rural_settlement,wool,72200.0,32015.0,false,"",0,sheep_farms,6,19,12000.0,cap
elche,orihuela_province,ARA,rural_settlement,sand,92620.0,17778.0,false,sand_pit,1,"",0,0,0.0,""
madoi,golog_province,GOL,rural_settlement,wild_game,9500.0,819.0,false,forest_village,0,"",0,0,0.0,""
coatlicamac,coatlicamac_province,CTC,rural_settlement,medicaments,36310.0,29779.0,false,"",0,"",0,0,0.0,""
bandar_rig,qala_safid_province,INJ,rural_settlement,fruit,38200.0,2363.0,false,"",0,fruit_orchard,1,6,5000.0,workers
dinghu,shizhou_shanxi_province,CHI,town,millet,118500.0,44934.0,false,"",0,farming_village,6,13,30000.0,cap
landau,gauboden_province,LBV,rural_settlement,wheat,215600.0,30908.0,false,"",0,farming_village,6,35,30000.0,cap
baku,baku_province,SRV,rural_settlement,sand,37800.0,15736.0,false,sand_pit,1,"",0,0,0.0,""
qutayfah,shaam_province,AAL,rural_settlement,wool,39500.0,27517.0,false,"",0,sheep_farms,5,5,10000.0,land
qira,khotan_province,DGH,rural_settlement,horses,18500.0,2832.0000000000005,false,"",0,"",0,0,0.0,""
novye_burasy,saratov_province,GLH,rural_settlement,livestock,34300.0,7364.0,false,"",0,farming_village,1,4,5000.0,workers
baligram,hazara,SWT,rural_settlement,gems,49000.0,13381.0,false,gem_gravel_pit,1,"",0,0,0.0,""
neiqiu,shunde_province,CHI,rural_settlement,legumes,105210.0,24456.999999999996,false,"",0,farming_village,6,15,30000.0,cap
yanling,kaifeng_province,CHI,rural_settlement,dyes,115110.0,30172.0,false,"",0,"",0,0,0.0,""
mala,baixing_province,YJI,rural_settlement,lumber,50700.0,5898.000000000001,false,lumber_mill,0,"",0,0,0.0,""
trapani,mazara_province,SIC,town,marble,106220.0,29695.0,false,marble_quarry,1,"",0,0,0.0,""
ayodhya,ayutthaya_province,ADH,town,rice,137290.0,122450.0,false,"",0,farming_village,1,1,5000.0,land
harbuzynka,boh_province,GLH,rural_settlement,clay,42200.0,3222.0,false,clay_pit,0,"",0,0,0.0,""
elizondo,navarre_province,NAV,rural_settlement,lumber,46800.0,12044.0,false,lumber_mill,2,"",0,0,0.0,""
changning_anyuan,dingnan_province,CHI,rural_settlement,livestock,51200.0,26561.0,false,"",0,farming_village,3,3,15000.0,land
nangcheon,chuncheon_province,KOR,rural_settlement,rice,50400.0,7029.0,false,"",0,farming_village,4,7,20000.0,workers
ranthambore,dhundhar,DLH,rural_settlement,stone,118940.0,84181.0,false,stone_quarry,0,farming_village,0,5,0.0,workers
yeongil,gyeongju_province,KOR,rural_settlement,fish,78810.0,20965.0,false,fishing_village,3,"",0,0,0.0,""
aberystwyth,deheubarth_province,WLS,rural_settlement,silver,144170.0,11969.999999999998,false,silver_mine,1,farming_village,6,25,30000.0,cap
al_bleiteh,qura_province,MAM,rural_settlement,wheat,10800.0,2405.0000000000005,false,"",0,farming_village,0,0,0.0,land
catania,demena_province,SIC,town,silk,160240.0,92006.0,false,"",0,farming_village,6,12,30000.0,cap
samoylovka,yelan_province,GLH,rural_settlement,livestock,35600.0,3429.0,false,"",0,farming_village,1,5,5000.0,workers
adachi_kanto,musashi_province,JAP,rural_settlement,beeswax,156140.0,27918.0,false,"",0,farming_village,6,24,30000.0,cap
