location_tag,area_km2,capacity_people_p10,capacity_people_p50,capacity_people_p90,people_per_km2,crop_capacity_people,livestock_capacity_people,marine_capacity_people,freshwater_capacity_people,wild_capacity_people,apiary_capacity_people,rainfed_crop_capacity_people,irrigation_increment_capacity_people,tsetse_livestock_capacity_loss_people,cool_cereals_capacity_people,warm_cereals_capacity_people,wet_rice_capacity_people,maize_capacity_people,roots_tubers_capacity_people,tropical_perennials_capacity_people,feasible_cultivated_fraction,food_system,external_crop_source_coverage,normalized_capacity,model_version,source_manifest_hash
osukyuze,15269.269718,1088292,1600429,2208592,104.813739,1538915,50789,0,10725,0,0,1414444,124471,0,0,0,0,1538915,0,0,0.518400,maize,1.000000,55,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
osuna,1160.180893,63145,92860,128147,80.039158,88184,4675,0,0,0,0,88184,0,0,67969,20215,0,0,0,0,0.518400,wheat+sorghum,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
oswegatchie,2706.267714,21580,31735,43794,11.726530,28262,2781,0,0,603,89,28262,0,0,0,0,0,28262,0,0,0.309600,maize,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
oswego,2140.570039,185083,272180,375609,127.153189,244412,2230,14394,10600,473,71,210700,33712,0,0,0,0,244412,0,0,0.309600,maize,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
oswestry,1176.784633,44851,65958,91022,56.049033,60143,2252,0,3479,70,13,55279,4865,0,60143,0,0,0,0,0,0.396000,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
oswiecim,1187.324482,77793,114401,157874,96.352137,109248,1683,0,3429,20,22,100412,8836,0,109248,0,0,0,0,0,0.395600,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ot_esh_otchore,7167.508642,10003,14710,20300,2.052365,0,4145,0,8263,1791,512,0,0,0,0,0,0,0,0,0,0.309600,maize+sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ot_kyuyel,5407.052249,4434,6521,8999,1.205994,0,6097,0,0,320,104,0,0,0,0,0,0,0,0,0,0.420000,barley+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
otadaonanis,2761.233047,17226,25332,34958,9.174069,0,3114,16790,5212,163,53,0,0,0,0,0,0,0,0,0,0.420000,maize+sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
otaez,6448.013541,150671,221575,305774,34.363367,197707,15082,0,7243,1257,287,181716,15991,0,0,0,0,149621,48086,0,0.088000,maize+sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
otakou,15341.678809,41840,76073,117912,4.958553,0,15637,38897,11987,8456,1095,0,0,0,0,0,0,0,0,0,0.184900,no_crop_family,0.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
otapingshewee,4618.532894,9573,14079,19428,3.048284,0,4962,0,6676,2111,330,0,0,0,0,0,0,0,0,0,0.309600,maize+sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
otas,10286.201667,485461,713914,985201,69.404974,688085,17574,0,6884,1128,242,632432,55654,0,0,0,0,150647,537439,0,0.209000,cassava+maize,1.000000,25,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
otatitlan,626.749555,30008,44130,60899,70.410349,41271,375,0,2238,236,9,37932,3338,0,0,0,0,30475,10796,0,0.244800,maize+cassava,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
otavalo,1872.272950,12007,17657,24367,9.430744,9344,3721,0,4331,227,34,8589,756,0,0,0,0,1624,7720,0,0.032000,white_potato+maize,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
otegu_qulan,21878.149277,3827,5629,7767,0.257268,0,4385,0,0,604,639,0,0,0,0,0,0,0,0,0,0.022800,barley+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
otelnuk,2204.722396,4991,7340,10129,3.329016,0,2486,0,4681,130,43,0,0,0,0,0,0,0,0,0,0.144000,maize+sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
otennienontant,1216.221140,105815,155611,214743,127.946256,145523,2271,0,7746,59,13,129009,16513,0,0,0,0,145523,0,0,0.396000,maize,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
otepoti,3135.078528,12647,22994,35641,7.334514,0,3195,17857,0,1718,224,0,0,0,0,0,0,0,0,0,0.184900,no_crop_family,0.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
otjozondjii,6755.111849,19184,28211,38932,4.176310,0,1844,25979,0,191,197,0,0,0,0,0,0,0,0,0,0.043200,barley+pearl_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
otlaquiquixtla,831.216325,11565,17008,23471,20.461386,16082,659,0,0,235,32,16082,0,0,0,0,0,3915,12167,0,0.184900,sweet_potato+maize,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
otnabog,1325.379766,8050,11839,16337,8.932247,0,2673,0,8711,376,78,0,0,0,0,0,0,0,0,0,0.396000,maize+sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
otocac,1276.622214,22030,32396,44707,25.376603,29456,2575,0,0,304,62,29456,0,0,29456,0,0,0,0,0,0.088000,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
otog,44610.766746,161071,236869,326879,5.309682,165588,68114,0,0,2441,725,165588,0,0,34056,131532,0,0,0,0,0.076000,sorghum+wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
otomi,7517.592319,38479,56587,78090,7.527306,36028,11478,0,8457,489,135,33114,2914,0,0,0,0,36028,0,0,0.032000,maize,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
otonabee,2139.834086,166476,244818,337849,114.409845,236725,3852,0,4119,100,22,217579,19147,0,0,0,0,236725,0,0,0.396000,maize,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
otrar,2115.484200,28719,42235,58284,19.964475,31927,5718,0,4589,0,0,29344,2582,0,31927,0,0,0,0,0,0.518400,barley,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
otredal,3461.659018,2117,3114,4297,0.899550,0,2002,0,0,865,247,0,0,0,0,0,0,0,0,0,0.163400,barley+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
otrozhny,4198.399939,13950,20515,28311,4.886487,0,4558,0,15099,612,247,0,0,0,0,0,0,0,0,0,0.396000,barley+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
otse,9425.049791,1307303,1922505,2653057,203.978214,1828527,47226,27010,19742,0,0,1576316,252211,0,0,0,0,1540179,288348,0,0.420000,maize+sweet_potato,1.000000,66,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
otsiningo,1962.790251,62661,92149,127166,46.947990,85335,1965,0,4126,628,95,78433,6902,0,0,0,0,85335,0,0,0.163400,maize,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
otta,3259.838258,5832,8576,11835,2.630932,0,1885,0,5644,815,233,0,0,0,0,0,0,0,0,0,0.068800,barley+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ottauquechee,1777.938710,9548,14041,19376,7.897132,7222,1910,0,4226,595,87,6638,584,0,0,0,0,7222,0,0,0.184900,maize,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
otuke,11514.701214,806065,1185390,1635838,102.945801,1162600,12126,0,8418,1928,319,1068566,94034,0,0,0,0,844031,318568,0,0.309600,maize+cassava,1.000000,41,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
otun,3610.985882,51069,75102,103640,20.798112,65018,3915,0,4934,1078,156,59759,5259,0,0,0,0,0,65018,0,0.163400,sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
otuques,15959.221995,1071932,1576371,2175392,98.774911,1541338,26184,0,8199,530,121,1416671,124667,0,0,0,0,265586,1275752,0,0.396000,cassava+maize,1.000000,54,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
otzoya,1354.748212,29907,43981,60694,32.464612,38160,1439,0,3673,624,85,35074,3087,0,0,0,0,38160,0,0,0.068800,maize,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ou,413.255984,27397,40290,55601,97.495110,29871,558,6802,2943,102,14,27865,2006,0,22714,0,7157,0,0,0,0.309600,wheat+rice_wet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ouachita,9394.671287,857347,1260805,1739910,134.204237,1240185,10590,0,7872,1889,269,1139876,100309,0,0,0,0,956037,284149,0,0.309600,maize+sweet_potato,1.000000,43,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ouagadougou,10436.158464,396815,583551,805301,55.916284,535202,38424,0,9925,0,0,491914,43288,0,0,535202,0,0,0,0,0.518400,sorghum,1.000000,20,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ouagama,2903.676187,6744,9917,13686,3.415378,0,1679,0,7305,726,207,0,0,0,0,0,0,0,0,0,0.309600,maize+sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ouaka,93765.408759,2138311,3144576,4339514,33.536629,3073797,35119,0,20064,13398,2198,2825181,248616,48498,0,0,0,0,2409335,664462,0.309600,yam+banana,1.000000,100,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ouallam,4038.383112,10579,16177,22874,4.005690,7538,8399,0,0,186,55,7538,0,0,0,5665,0,0,1873,0,0.144000,sorghum+taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ouara,15138.922045,37974,58647,83425,3.873896,26120,31484,0,0,802,240,26120,0,0,0,20505,0,0,5615,0,0.086000,sorghum+taro,0.750000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ouargla,7556.673238,1703,2504,3456,0.331363,0,2063,0,0,220,221,0,0,0,0,0,0,0,0,0,0.043200,barley+pearl_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ouarzazate,2087.075209,5391,7928,10941,3.798700,0,3187,0,4560,141,40,0,0,0,0,0,0,0,0,0,0.076000,barley+pearl_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ouasimesca,2368.711626,4743,6974,9625,2.944372,0,1370,0,4844,592,169,0,0,0,0,0,0,0,0,0,0.309600,maize+sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ouasioto,3592.561841,85158,125232,172820,34.858730,113701,4598,0,5607,1159,168,104505,9196,0,0,0,0,113701,0,0,0.184900,maize,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
oudenaarde,190.478785,17754,26109,36031,137.071742,23908,670,0,1531,0,0,21974,1934,0,23908,0,0,0,0,0,0.518400,barley,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ouentarionk,985.322640,86482,127179,175507,129.073266,118204,1852,0,7065,48,10,104791,13413,0,0,0,0,118204,0,0,0.396000,maize,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ouezzane,2081.104747,118000,173529,239470,83.383251,160521,8454,0,4554,0,0,147538,12983,0,115800,44721,0,0,0,0,0.518400,wheat+sorghum,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ougen,9390.092452,477124,701654,968282,74.722763,657400,34828,0,9426,0,0,604228,53172,0,140777,516623,0,0,0,0,0.518400,foxtail_millet+oats,1.000000,24,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ouham,79039.795353,2052243,3018004,4164845,38.183344,2947863,34166,0,21274,12562,2139,2709433,238430,47182,0,780932,0,0,2166931,0,0.309600,yam+sorghum,1.000000,100,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ouiatchouaniche,2196.430729,6762,9945,13724,4.527688,0,2360,0,6393,1036,157,0,0,0,0,0,0,0,0,0,0.309600,maize+sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ouiauirabugu,1736.600666,10187,14981,20673,8.626420,0,1004,13418,0,434,124,0,0,0,0,0,0,0,0,0,0.184900,maize+sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
oujda,2542.703850,52542,77267,106629,30.387825,70394,6873,0,0,0,0,70394,0,0,18137,52257,0,0,0,0,0.518400,sorghum+wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
oukwanyama,13983.962122,165381,243207,335626,17.391871,213353,27998,0,0,1385,472,213353,0,0,0,213353,0,0,0,0,0.209000,sorghum,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ouled_djellal,7253.252606,10710,15750,21736,2.171508,0,15084,0,0,526,140,0,0,0,0,0,0,0,0,0,0.144000,barley+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
oum_hadjer,25918.348389,431137,659231,932152,25.434908,563805,95426,0,0,0,0,563805,0,0,0,563805,0,0,0,0,0.518400,sorghum,0.800000,23,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ounianga,7160.754119,2939,4494,6355,0.627599,2159,1955,0,0,184,197,2159,0,0,0,0,0,0,2159,0,0.043200,taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ouning,2173.992184,14952,21988,30343,10.113976,18013,2900,0,0,939,136,18013,0,0,3304,0,14709,0,0,0,0.068800,rice_wet+wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ouray,5960.448612,87289,128366,177145,21.536235,103520,24845,0,0,0,0,103520,0,0,0,0,0,103520,0,0,0.273600,maize,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ourense,953.769987,5492,8076,11145,8.467715,3965,957,0,3154,0,0,3645,321,0,3965,0,0,0,0,0,0.662400,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ouricuri,15812.556430,659280,969530,1337952,61.313939,888797,80733,0,0,0,0,888797,0,0,0,0,0,678627,210170,0,0.273600,maize+sweet_potato,1.000000,33,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ourique,1432.924848,22205,32655,45064,22.789021,29238,3288,0,0,110,19,29238,0,0,23581,5657,0,0,0,0,0.144000,wheat+sorghum,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
outapimiskou,1053.036121,3409,5013,6919,4.760986,0,1131,0,3303,504,75,0,0,0,0,0,0,0,0,0,0.184900,maize+sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
outaragasipi,1256.344953,40913,60166,83029,47.889589,58558,1192,0,0,361,55,58558,0,0,0,0,0,58558,0,0,0.184900,maize,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
outeniqua,3078.343032,27578,50141,77719,16.288403,25629,5890,17700,0,774,148,24834,795,0,0,0,0,0,21788,3841,0.088000,sweet_potato+banana,0.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ouvea_atoll,880.384678,32504,47800,65963,54.293917,24903,1147,21336,0,359,55,24131,772,0,0,0,0,0,5024,19879,0.077400,banana+sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ovaherero,14655.722493,40948,60218,83101,4.108825,28730,30479,0,0,776,232,28730,0,0,0,28730,0,0,0,0,0.086000,sorghum,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ovech,1986.075990,64673,95107,131247,47.886707,92306,2008,0,0,696,97,92306,0,0,22979,69327,0,0,0,0,0.184900,sorghum+wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
oviedo,911.531494,7843,11534,15917,12.653771,9615,1744,0,0,147,28,9615,0,0,9615,0,0,0,0,0,0.236500,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
oviken,8559.531366,19745,29036,40070,3.392267,0,4950,0,21336,2139,611,0,0,0,0,0,0,0,0,0,0.068800,barley+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ovimbundu_kongo,4961.216303,49624,76639,109020,15.447707,58824,10394,0,6911,431,79,54066,4758,0,0,58824,0,0,0,0,0.086000,sorghum,0.750000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ovruch,1513.646823,75773,111430,153774,73.617064,108375,2966,0,0,73,17,108375,0,0,85807,22568,0,0,0,0,0.396000,barley+sorghum,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
owambo,14335.054567,80399,118233,163162,8.247831,75794,29812,0,11594,805,227,69664,6130,0,0,75794,0,0,0,0,0.086000,sorghum,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
owanburra,31176.070847,201544,296388,409016,9.506922,212508,64832,0,16993,1633,422,195320,17188,0,0,0,0,0,212508,0,0.144000,sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
owashtanong,8471.429315,815697,1199555,1655386,141.600057,1149258,15452,26255,8106,397,86,1026124,123135,0,0,0,0,1149258,0,0,0.396000,maize,1.000000,41,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
owatonna,7603.527359,880199,1294411,1786287,170.238222,1261958,24934,0,7519,0,0,1159888,102070,0,0,0,0,1261958,0,0,0.518400,maize,1.000000,45,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
oweekeno,9161.410348,30874,45403,62656,4.955871,0,9843,30172,0,4734,654,0,0,0,0,0,0,0,0,0,0.068800,maize+sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
owo,2849.530394,92064,135388,186835,47.512359,129367,681,0,4336,964,40,118904,10464,941,0,0,95991,0,33377,0,0.244800,rice_wet+yam,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
oxford,450.726193,29751,43752,60377,97.069525,39929,1586,0,2237,0,0,36699,3230,0,39929,0,0,0,0,0,0.518400,barley,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
oxitlan,907.554163,45945,67566,93241,74.448049,63731,1008,0,2627,174,26,58576,5155,0,0,0,0,47075,16657,0,0.309600,maize+cassava,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
oxtlipan,2909.950721,120743,177563,245037,61.019265,171503,1421,0,3755,850,35,157631,13872,0,0,0,0,41191,130312,0,0.244800,cassava+maize,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
oyate_shisha,12974.550061,1625453,2390372,3298714,184.235480,2338255,42391,0,9726,0,0,2149132,189124,0,0,0,0,2338255,0,0,0.518400,maize,1.000000,82,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
oyem,12211.538695,174149,256102,353420,20.972107,243200,2185,0,6570,3990,157,223529,19671,3017,0,0,0,0,0,243200,0.146200,banana,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
oyestad,4754.235688,36664,53918,74406,11.340950,972,31042,21875,0,26,2,942,30,0,972,0,0,0,0,0,0.518400,wheat,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
oymyakon,5209.932963,4273,6283,8671,1.205994,0,5875,0,0,308,101,0,0,0,0,0,0,0,0,0,0.144000,barley+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
oyo_ile,2383.566770,83999,128439,181613,53.885370,126135,2304,0,0,0,0,126135,0,506,0,94873,0,0,31262,0,0.662400,sorghum+taro,0.800000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
oyotun,3045.383438,5138,9341,14479,3.067423,414,3434,0,5463,23,8,370,44,0,414,0,0,0,0,0,0.420000,barley,0.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
oyusut,8390.849913,11200,16470,22729,1.962869,0,4852,0,8922,2097,599,0,0,0,0,0,0,0,0,0,0.309600,barley+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
oyuuhardaax,3190.048431,7148,10512,14507,3.295271,0,1845,0,7642,797,228,0,0,0,0,0,0,0,0,0,0.420000,barley+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ozanna,13156.563863,39418,57968,79995,4.405985,0,46235,0,11117,524,92,0,0,0,0,0,0,0,0,0,0.309600,maize+sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ozerevo,2622.987812,13827,20335,28062,7.752436,18414,1517,0,0,314,90,18414,0,0,18414,0,0,0,0,0,0.309600,oats,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ozieri,953.027384,8462,12444,17173,13.057319,10945,1121,0,0,328,49,10945,0,0,8623,2322,0,0,0,0,0.163400,wheat+foxtail_millet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ozinki,5808.922907,58461,85971,118640,14.799882,76726,8869,0,0,298,79,76726,0,0,16285,60441,0,0,0,0,0.144000,sorghum+barley,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ozita,6062.708140,509659,749499,1034308,123.624378,715196,13080,20973,0,206,43,693019,22177,0,0,0,0,550206,164990,0,0.420000,maize+cassava,1.000000,26,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ozoro,4140.813166,126799,186470,257328,45.032167,180292,0,0,4091,2009,78,165710,14582,0,0,0,40309,0,0,139983,0.244800,banana+rice_wet,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
oztoman,2362.166082,73768,108482,149705,45.924718,105179,2614,0,0,585,104,105179,0,0,0,0,0,82797,22382,0,0.163400,maize+sweet_potato,1.000000,10,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
ozuluama,5925.575272,266403,391770,540642,66.115026,356276,3791,22435,6937,2238,93,318104,38172,0,0,0,0,276644,79632,0,0.244800,maize+sweet_potato,1.000000,13,carrying_capacity_1337_v2,ec0aa784663185f3409d36fe709a6dc9d03ebb445376e9f43702eca88a1f2238
