From;To;Type;Through;start_x;start_y;stop_x;stop_y;Comment
kahta;siverek;sea;pp_nav_01267;9463;5504;9465;5502;River navigation crossing
kahwenoke;kaniatarahontsi;sea;pp_nav_01103;4274;5949;4276;5947;River navigation crossing
kaiguang;hehe;sea;pp_nav_01264;12724;5532;12726;5530;River navigation crossing
kalocsa;tolna;sea;pp_nav_01021;8550;6054;8548;6052;River navigation crossing
kamatapur;dura;sea;pp_nav_01756;11776;4788;11778;4786;River navigation crossing
kamen;suzun;sea;pp_nav_00677;11391;6556;11393;6554;River navigation crossing
kamla;lakhimpur;sea;pp_nav_01660;11978;4905;11976;4903;River navigation crossing
kamyshin;berezhnovka;sea;pp_nav_00841;9767;6297;9769;6295;River navigation crossing
kamyshin;bykovo;sea;pp_nav_00857;9754;6274;9756;6272;River navigation crossing
kamyshin;rovnoye;sea;pp_nav_00841;9778;6306;9780;6304;River navigation crossing
kamyshnoye;omsk;sea;pp_nav_00626;11014;6649;11016;6647;River navigation crossing
kandiaro;paat;sea;pp_nav_01700;10784;4852;10782;4850;River navigation crossing
kandiaro;sehwan;sea;pp_nav_01700;10782;4836;10780;4834;River navigation crossing
kapurthala;firozpur;sea;pp_nav_01512;11108;5102;11106;5100;River navigation crossing
kara;banda;sea;pp_nav_01763;11372;4786;11370;4784;River navigation crossing
kara;chitrakuta;sea;pp_nav_01763;11382;4775;11380;4773;River navigation crossing
kara;manikpur;sea;pp_nav_01757;11395;4787;11397;4785;River navigation crossing
karasor;lebyazhye;sea;pp_nav_00776;11214;6395;11216;6393;River navigation crossing
karendo;nogoya;sea;pp_nav_02353;4928;1532;4930;1530;River navigation crossing
karima;ed_debba;sea;pp_nav_01928;9099;4353;9097;4351;River navigation crossing
karima;korti;sea;pp_nav_01920;9123;4352;9125;4350;River navigation crossing
karima;shemkhiya;sea;pp_nav_01913;9138;4376;9140;4374;River navigation crossing
karor;karor_2;sea;pp_nav_01504;10914;5109;10912;5107;River navigation crossing
karor_2;bhakkar;sea;pp_nav_01482;10913;5122;10915;5120;River navigation crossing
karur_punjab;channan_pir;sea;pp_nav_01592;10958;5004;10960;5002;River navigation crossing
karur_punjab;khairpur;sea;pp_nav_01577;10979;5019;10981;5017;River navigation crossing
kasevo;lower_aktanyshbash;sea;pp_nav_00591;10130;6692;10128;6690;River navigation crossing
kasevo;verkhneyarkeyevo;sea;pp_nav_00610;10162;6678;10164;6676;River navigation crossing
kashmore;ghotki;sea;pp_nav_01639;10853;4933;10855;4931;River navigation crossing
kashmore;rohri;sea;pp_nav_01652;10832;4917;10834;4915;River navigation crossing
kaskaskia;tamaroa;sea;pp_nav_01246;3583;5556;3581;5554;River navigation crossing
kasur;firozpur;sea;pp_nav_01519;11071;5081;11073;5079;River navigation crossing
katen;lahasusu;sea;pp_nav_00938;13822;6140;13820;6138;River navigation crossing
kath;kyat_kala;sea;pp_nav_01170;10434;5769;10432;5767;River navigation crossing
kath;nyzvar;sea;pp_nav_01170;10418;5782;10416;5780;River navigation crossing
katha;shwegu;sea;pp_nav_01824;12075;4696;12077;4694;River navigation crossing
katihar;gaur;sea;pp_nav_01783;11690;4755;11690;4753;River navigation crossing
katihar;teliagarhi;sea;pp_nav_01780;11678;4766;11676;4764;River navigation crossing
katok;gonjo;sea;pp_nav_01505;12187;5096;12185;5094;River navigation crossing
katok;tangkya;sea;pp_nav_01505;12183;5103;12181;5101;River navigation crossing
katzenelnbogen;simmern;sea;pp_nav_00850;8038;6295;8036;6293;River navigation crossing
kaxarari;wari;sea;pp_nav_02219;4710;2817;4712;2815;River navigation crossing
kayapo;xakriaba;sea;pp_nav_02248;5700;2566;5702;2564;River navigation crossing
kaysun;birecik;sea;pp_nav_01292;9413;5471;9415;5469;River navigation crossing
kazachinskoye;taseyevo;sea;pp_nav_00466;11936;6805;11938;6803;River navigation crossing
kazan;bolghar;sea;pp_nav_00635;9936;6638;9938;6636;River navigation crossing
kazan;sviyazhsk;sea;pp_nav_00618;9922;6668;9920;6666;River navigation crossing
kazari;ryazan;sea;pp_nav_00654;9499;6606;9497;6604;River navigation crossing
kazari;staraya_ryazan;sea;pp_nav_00665;9521;6590;9519;6588;River navigation crossing
kazhi;nyachukha;sea;pp_nav_01567;12291;5032;12289;5030;River navigation crossing
keban;gerger;sea;pp_nav_01262;9461;5537;9459;5535;River navigation crossing
kelif;kerki;sea;pp_nav_01285;10680;5490;10678;5488;River navigation crossing
kelif;khamyab;sea;pp_nav_01285;10686;5485;10684;5483;River navigation crossing
kengtawng;mongping;sea;pp_nav_01890;12174;4502;12176;4502;River navigation crossing
khagaria;bhagalpur;sea;pp_nav_01786;11651;4763;11649;4761;River navigation crossing
khagaria;monghyr;sea;pp_nav_01779;11633;4771;11631;4769;River navigation crossing
khagaria;teliagarhi;sea;pp_nav_01776;11661;4764;11663;4762;River navigation crossing
khaliajuri;baniachang;sea;pp_nav_01813;11841;4713;11843;4711;River navigation crossing
khaliajuri;laskarpur;sea;pp_nav_01822;11839;4702;11841;4700;River navigation crossing
khalis;ukbara;sea;pp_nav_01416;9707;5273;9705;5271;River navigation crossing
khaspur;rajnagar;sea;pp_nav_01803;11894;4739;11892;4737;River navigation crossing
khewra;bhera;sea;pp_nav_01454;11007;5182;11007;5180;River navigation crossing
khewra;busal;sea;pp_nav_01454;11023;5187;11025;5185;River navigation crossing
khewra;gujrat;sea;pp_nav_01434;11038;5196;11040;5194;River navigation crossing
khoai_chau;thang_long;sea;pp_nav_01887;12514;4504;12512;4502;River navigation crossing
khosheutovo;zamyany;sea;pp_nav_01007;9858;6071;9860;6069;River navigation crossing
khushab;bhera;sea;pp_nav_01464;10988;5172;10990;5170;River navigation crossing
khushab;shahpur;sea;pp_nav_01464;10980;5160;10982;5158;River navigation crossing
khvorostyanka;solovtsovo;sea;pp_nav_00718;9899;6485;9897;6483;River navigation crossing
kichkas;tomakivka;sea;pp_nav_00928;9288;6152;9286;6150;River navigation crossing
kilmez;oli_baraza;sea;pp_nav_00548;9991;6750;9989;6748;River navigation crossing
kilmez;sernur;sea;pp_nav_00512;9969;6790;9967;6788;River navigation crossing
kilmez;urzhum;sea;pp_nav_00512;9970;6786;9968;6784;River navigation crossing
kippawa;mattawa;sea;pp_nav_01009;4098;6056;4096;6054;River navigation crossing
kodak;kichkas;sea;pp_nav_00928;9291;6156;9293;6154;River navigation crossing
kodak;rozdory;sea;pp_nav_00921;9286;6180;9288;6178;River navigation crossing
koknese;selpils;sea;pp_nav_00553;8854;6740;8856;6738;River navigation crossing
kolchugino;verkhotomsk;sea;pp_nav_00630;11619;6633;11621;6633;River navigation crossing
kolosovka;gorkovskoye;sea;pp_nav_00571;11089;6693;11091;6693;River navigation crossing
kolosovka;omsk;sea;pp_nav_00598;11060;6678;11062;6676;River navigation crossing
kongsvinger;ski;sea;pp_nav_00347;8200;6983;8198;6981;River navigation crossing
konski_vody;tomakivka;sea;pp_nav_00956;9292;6131;9290;6129;River navigation crossing
konwargaon;charagua;sea;pp_nav_01688;11993;4867;11995;4865;River navigation crossing
konwargaon;charaideo;sea;pp_nav_01699;11982;4855;11980;4853;River navigation crossing
koponovo;shilovo;sea;pp_nav_00659;9549;6579;9551;6577;River navigation crossing
koponovo;staraya_ryazan;sea;pp_nav_00669;9542;6581;9540;6579;River navigation crossing
korenevo;vasilyeva_sloboda;sea;pp_nav_00523;9656;6772;9654;6770;River navigation crossing
korenevo;yuryev_povolzhsk;sea;pp_nav_00523;9653;6782;9651;6780;River navigation crossing
korra;kalpi;sea;pp_nav_01741;11334;4807;11336;4805;River navigation crossing
korra;rath;sea;pp_nav_01753;11342;4799;11340;4797;River navigation crossing
korsun;zolotonosha;sea;pp_nav_00877;9137;6257;9139;6255;River navigation crossing
kortuz;novosyolovo;sea;pp_nav_00655;11832;6619;11830;6617;River navigation crossing
kortuz;tatarskaya_tesyu;sea;pp_nav_00655;11831;6602;11829;6600;River navigation crossing
kostroma;yakovlevskoye_bolshoye;sea;pp_nav_00491;9565;6802;9563;6800;River navigation crossing
kot_addu;multan;sea;pp_nav_01564;10934;5038;10936;5036;River navigation crossing
kotri;naserpur;sea;pp_nav_01752;10802;4777;10804;4775;River navigation crossing
kotri;sonda;sea;pp_nav_01774;10798;4749;10800;4747;River navigation crossing
kovin;branicevo;sea;pp_nav_01113;8656;5942;8658;5940;River navigation crossing
krasnoyarsk;novosyolovo;sea;pp_nav_00608;11901;6678;11899;6676;River navigation crossing
krasnoyarsk;yemelyanovo;sea;pp_nav_00554;11944;6717;11942;6715;River navigation crossing
krasny_yar;zamyany;sea;pp_nav_01025;9877;6043;9875;6041;River navigation crossing
krebedje;bosobolo;sea;pp_nav_02038;8564;3622;8566;3620;River navigation crossing
kremenchuk;myshuryn_rih;sea;pp_nav_00902;9239;6208;9237;6206;River navigation crossing
kremenchuk;usivka;sea;pp_nav_00898;9208;6222;9206;6220;River navigation crossing
kremenskaya;mechet;sea;pp_nav_00894;9688;6214;9690;6212;River navigation crossing
krivoshchekovo;suzun;sea;pp_nav_00660;11436;6589;11436;6587;River navigation crossing
kuozhou;qiaojia;sea;pp_nav_01697;12374;4865;12376;4863;River navigation crossing
kuripan;banjar;sea;pp_nav_02117;12896;3179;12898;3177;River navigation crossing
kuripan;muara_bahan;sea;pp_nav_02103;12914;3199;12916;3197;River navigation crossing
kushinagar;ramnagar_bihar;sea;pp_nav_01684;11507;4880;11509;4878;River navigation crossing
kusu_mangbetu;zimba;sea;pp_nav_02114;8866;3196;8868;3196;River navigation crossing
kutai_lama;tenggarong;sea;pp_nav_02084;13019;3322;13017;3320;River navigation crossing
kuttawa;charquis;sea;pp_nav_01305;3664;5456;3666;5454;River navigation crossing
kuttawa;mitchigamea;sea;pp_nav_01275;3688;5504;3686;5502;River navigation crossing
lahasusu;tulguur;sea;pp_nav_00970;13722;6127;13720;6125;River navigation crossing
laish;bolghar;sea;pp_nav_00629;9956;6649;9958;6647;River navigation crossing
lakhimpur;charaideo;sea;pp_nav_01699;11976;4854;11978;4852;River navigation crossing
lakhimpur;dergaon;sea;pp_nav_01699;11964;4852;11964;4850;River navigation crossing
lalian;chiniot;sea;pp_nav_01483;11002;5134;11004;5132;River navigation crossing
lalian;pindi_bhattian;sea;pp_nav_01467;11021;5153;11023;5151;River navigation crossing
lalpur;peshawar;sea;pp_nav_01409;10927;5286;10929;5284;River navigation crossing
lanagashec;mepenes;sea;pp_nav_02315;5012;1814;5014;1812;River navigation crossing
landau;scharding;sea;pp_nav_00920;8303;6186;8305;6184;River navigation crossing
lashio;nam_thing;sea;pp_nav_01858;12174;4632;12176;4630;River navigation crossing
lauenburg;luneburg;sea;pp_nav_00696;8169;6512;8167;6510;River navigation crossing
lauenburg;winsen;sea;pp_nav_00696;8164;6515;8162;6513;River navigation crossing
lebyazhye;balyktykol;sea;pp_nav_00833;11254;6342;11252;6340;River navigation crossing
lebyazhye;takhir;sea;pp_nav_00840;11290;6323;11292;6321;River navigation crossing
leibo;yongshan;sea;pp_nav_01644;12399;4924;12401;4922;River navigation crossing
lichiresti;drastar;sea;pp_nav_01133;8933;5900;8935;5898;River navigation crossing
lichtenberg;baden;sea;pp_nav_00900;8056;6200;8058;6198;River navigation crossing
lijin;boxing;sea;pp_nav_01288;13072;5477;13074;5475;River navigation crossing
lijin;lean;sea;pp_nav_01291;13078;5480;13080;5478;River navigation crossing
linxian;jiazhou;sea;pp_nav_01274;12734;5494;12732;5492;River navigation crossing
lipno;inowroclaw;sea;pp_nav_00729;8543;6482;8541;6480;River navigation crossing
lipno;wloclawek;sea;pp_nav_00738;8552;6475;8550;6473;River navigation crossing
lodi;piacenza;sea;pp_nav_01097;8133;5960;8131;5958;River navigation crossing
longquanping;shiqian;sea;pp_nav_01678;12599;4892;12601;4890;River navigation crossing
longyou_jiading;muchuan;sea;pp_nav_01597;12408;4988;12406;4986;River navigation crossing
luling;futian;sea;pp_nav_01687;12926;4858;12928;4856;River navigation crossing
lumbini;ramnagar_bihar;sea;pp_nav_01684;11507;4881;11509;4879;River navigation crossing
luorong;maping;sea;pp_nav_01812;12676;4709;12674;4707;River navigation crossing
lyon;vienne;sea;pp_nav_01055;7909;6001;7911;5999;River navigation crossing
lyubichi;perevitska;sea;pp_nav_00647;9474;6629;9472;6627;River navigation crossing
mabila;piachi;sea;pp_nav_01463;3732;5175;3734;5173;River navigation crossing
madhubani;saharsa;sea;pp_nav_01755;11625;4794;11627;4792;River navigation crossing
maganasipi;mattawa;sea;pp_nav_01030;4110;6045;4108;6043;River navigation crossing
maganasipi;petawawa;sea;pp_nav_01030;4128;6037;4130;6035;River navigation crossing
mahoning_oh;allegheny;sea;pp_nav_01196;4026;5677;4028;5677;River navigation crossing
mahoning_oh;wihlink;sea;pp_nav_01197;4022;5676;4024;5674;River navigation crossing
mailsi;chishtian;sea;pp_nav_01561;11014;5037;11016;5035;River navigation crossing
mailsi;dunga_bunga;sea;pp_nav_01561;11009;5036;11009;5034;River navigation crossing
mailsi;khairpur;sea;pp_nav_01577;10992;5025;10990;5023;River navigation crossing
makanpur;kalpi;sea;pp_nav_01741;11319;4814;11317;4812;River navigation crossing
makanpur;konch;sea;pp_nav_01741;11313;4818;11311;4816;River navigation crossing
mala;mingyi;sea;pp_nav_01698;12320;4857;12322;4855;River navigation crossing
malbork;tczew;sea;pp_nav_00672;8548;6559;8546;6557;River navigation crossing
malykovka;balakovo;sea;pp_nav_00750;9867;6425;9869;6423;River navigation crossing
malykovka;baronsk;sea;pp_nav_00773;9840;6415;9840;6413;River navigation crossing
mamachatpam;waluulapam;sea;pp_nav_01031;2270;6031;2272;6029;River navigation crossing
mamadysh;cukataw;sea;pp_nav_00612;10025;6662;10023;6660;River navigation crossing
mamadysh;yelabuga;sea;pp_nav_00592;10032;6683;10034;6681;River navigation crossing
mamadysh;zainsk;sea;pp_nav_00612;10032;6661;10034;6659;River navigation crossing
mamyn;birma;sea;pp_nav_00775;13560;6399;13562;6397;River navigation crossing
manaos;maues;sea;pp_nav_02126;4958;3170;4960;3168;River navigation crossing
manatara;matootonha;sea;pp_nav_00991;3085;6103;3087;6101;River navigation crossing
mangshi;ta_shwe_htan;sea;pp_nav_01828;12178;4692;12180;4690;River navigation crossing
manikpur;asni;sea;pp_nav_01735;11380;4805;11378;4803;River navigation crossing
manikpur;prayag;sea;pp_nav_01757;11400;4781;11400;4779;River navigation crossing
mankera;shorkot;sea;pp_nav_01513;10973;5098;10975;5096;River navigation crossing
mankera;sillanwali;sea;pp_nav_01494;10972;5115;10974;5113;River navigation crossing
manmaw;mongyang;sea;pp_nav_01806;12111;4728;12109;4726;River navigation crossing
mantova;guastalla;sea;pp_nav_01101;8182;5955;8184;5953;River navigation crossing
mardan;agror;sea;pp_nav_01410;11005;5287;11007;5285;River navigation crossing
mardan;attock;sea;pp_nav_01410;10983;5269;10983;5267;River navigation crossing
mardan;sherwan;sea;pp_nav_01410;10997;5274;10999;5272;River navigation crossing
mardankuyik;zemukh;sea;pp_nav_01158;10796;5814;10794;5812;River navigation crossing
massanza;chikowa;sea;pp_nav_02255;9153;2484;9153;2482;River navigation crossing
massanza;tete;sea;pp_nav_02255;9178;2485;9180;2483;River navigation crossing
matman;monghsu;sea;pp_nav_01871;12184;4578;12182;4576;River navigation crossing
matoueska;kitchissippi;sea;pp_nav_01066;4215;5982;4217;5980;River navigation crossing
mbya;kaarendy;sea;pp_nav_02300;5204;1926;5202;1924;River navigation crossing
mbya;santo_antonio;sea;pp_nav_02301;5244;1923;5246;1921;River navigation crossing
mbya;yguazu;sea;pp_nav_02300;5210;1916;5208;1914;River navigation crossing
mechet;nizhny_chir;sea;pp_nav_00905;9669;6196;9667;6194;River navigation crossing
mehsi;sonepur_bihar;sea;pp_nav_01728;11548;4827;11546;4825;River navigation crossing
melenki;ardatov;sea;pp_nav_00620;9595;6644;9597;6642;River navigation crossing
melnikovo;bolotnye;sea;pp_nav_00537;11526;6744;11528;6744;River navigation crossing
mengla;mong_yawng;sea;pp_nav_01879;12296;4554;12294;4552;River navigation crossing
mengxian;gongxian;sea;pp_nav_01390;12828;5322;12830;5320;River navigation crossing
menouf;giza;sea;pp_nav_01559;9101;5051;9099;5049;River navigation crossing
menouf;kharibta;sea;pp_nav_01531;9092;5079;9090;5077;River navigation crossing
menouf;ramsis;sea;pp_nav_01531;9093;5086;9091;5084;River navigation crossing
menouf;tarrana;sea;pp_nav_01531;9093;5076;9091;5074;River navigation crossing
metog;rigyal;sea;pp_nav_01574;12021;5025;12019;5023;River navigation crossing
mikindani;tungi;sea;pp_nav_02230;9506;2750;9508;2748;River navigation crossing
mindouli;mbanza_nsundi;sea;pp_nav_02174;8339;3077;8337;3075;River navigation crossing
minxian;changle_fujian;sea;pp_nav_01751;13128;4801;13130;4799;River navigation crossing
minya;tahna;sea;pp_nav_01628;9088;4935;9090;4935;River navigation crossing
miskolc;hajduszoboszlo;sea;pp_nav_00955;8640;6126;8642;6124;River navigation crossing
mitchigamea;patoka;sea;pp_nav_01275;3680;5509;3682;5509;River navigation crossing
mithankot;aror;sea;pp_nav_01625;10899;4973;10901;4971;River navigation crossing
mithankot;sitpur;sea;pp_nav_01600;10908;5001;10910;4999;River navigation crossing
moana_mussumba;muichi;sea;pp_nav_02179;8914;3027;8916;3025;River navigation crossing
mobaye;bosobolo;sea;pp_nav_02045;8624;3596;8622;3594;River navigation crossing
modos;titel;sea;pp_nav_01076;8614;5969;8612;5967;River navigation crossing
mohacs;osijek;sea;pp_nav_01063;8535;5998;8533;5996;River navigation crossing
mohacs;vukovar;sea;pp_nav_01067;8544;5988;8542;5986;River navigation crossing
moingwena;peewareewa;sea;pp_nav_01190;3528;5674;3530;5672;River navigation crossing
moksobo;ngasingu;sea;pp_nav_01862;12058;4616;12060;4614;River navigation crossing
mong_hpayak;muang_sing;sea;pp_nav_01883;12266;4512;12268;4510;River navigation crossing
mong_hsat;vieng_phouka;sea;pp_nav_01891;12247;4481;12249;4479;River navigation crossing
mong_yai;pangyang;sea;pp_nav_01865;12176;4618;12178;4616;River navigation crossing
mong_yawng;muang_sing;sea;pp_nav_01879;12280;4534;12278;4532;River navigation crossing
mongkawng;manmaw;sea;pp_nav_01787;12109;4737;12111;4735;River navigation crossing
mongyang;shwegu;sea;pp_nav_01824;12087;4707;12089;4705;River navigation crossing
mopeia;chupanga;sea;pp_nav_02264;9311;2349;9309;2347;River navigation crossing
mopeia;sena;sea;pp_nav_02264;9305;2358;9303;2356;River navigation crossing
moro_sindh;ranikot;sea;pp_nav_01726;10787;4815;10785;4813;River navigation crossing
moro_sindh;sehwan;sea;pp_nav_01726;10782;4825;10780;4823;River navigation crossing
muang_khemarat;muang_mang;sea;pp_nav_01951;12487;4233;12489;4231;River navigation crossing
muang_nakhon;nong_bok;sea;pp_nav_01938;12460;4296;12462;4294;River navigation crossing
muang_phalan;muang_khemarat;sea;pp_nav_01951;12488;4236;12486;4234;River navigation crossing
muang_sua;sayniabuli;sea;pp_nav_01905;12327;4429;12325;4427;River navigation crossing
muang_xay;hongsa;sea;pp_nav_01899;12316;4451;12318;4449;River navigation crossing
muhammerah;basra;sea;pp_nav_01518;9854;5087;9852;5085;River navigation crossing
muhammerah;zuwayr;sea;pp_nav_01537;9871;5063;9869;5061;River navigation crossing
muichi;mussimi;sea;pp_nav_02179;8917;3010;8915;3008;River navigation crossing
mukdahan;savannakhet;sea;pp_nav_01945;12459;4271;12461;4269;River navigation crossing
muktagacha;shahjadpur;sea;pp_nav_01801;11773;4735;11771;4733;River navigation crossing
mulhouse;mullheim;sea;pp_nav_00943;8031;6129;8033;6127;River navigation crossing
muli;tongan_lijiang;sea;pp_nav_01671;12258;4903;12260;4901;River navigation crossing
munduruku;turas;sea;pp_nav_02136;4997;3135;4999;3133;River navigation crossing
muromtsevo;tara;sea;pp_nav_00522;11071;6770;11073;6768;River navigation crossing
muse;nam_thing;sea;pp_nav_01858;12174;4642;12176;4640;River navigation crossing
muskingum;onimgohow;sea;pp_nav_01218;3996;5605;3998;5603;River navigation crossing
muskingum;wihlink;sea;pp_nav_01218;4006;5614;4008;5612;River navigation crossing
myanaung;paungde;sea;pp_nav_01918;12032;4355;12034;4355;River navigation crossing
myanaung;tharrawaddy;sea;pp_nav_01934;12035;4346;12037;4346;River navigation crossing
myede;thayet;sea;pp_nav_01901;12025;4428;12023;4426;River navigation crossing
myedu;ngasingu;sea;pp_nav_01846;12059;4633;12061;4631;River navigation crossing
myitkyina;manmaw;sea;pp_nav_01787;12114;4743;12116;4741;River navigation crossing
myitkyina;waingmaw;sea;pp_nav_01750;12129;4782;12131;4780;River navigation crossing
mykytyn_rih;kuchugur;sea;pp_nav_00974;9252;6119;9254;6117;River navigation crossing
mykytyn_rih;velyka_lepetykha;sea;pp_nav_00979;9244;6115;9242;6113;River navigation crossing
n_pooh_le;snt_t_ulix;sea;pp_nav_00925;2304;6151;2306;6149;River navigation crossing
nabagram;shaharpara;sea;pp_nav_01793;11841;4744;11843;4742;River navigation crossing
nabagram;sylhet;sea;pp_nav_01793;11849;4747;11851;4745;River navigation crossing
nagina;mirat;sea;pp_nav_01590;11247;4990;11245;4988;River navigation crossing
nakaigetergehe;taragui;sea;pp_nav_02332;4976;1699;4978;1697;River navigation crossing
nakshaparvat;bordowa;sea;pp_nav_01710;11925;4838;11923;4836;River navigation crossing
nakshaparvat;morangi;sea;pp_nav_01710;11929;4839;11931;4837;River navigation crossing
nanhai;gaoming;sea;pp_nav_01861;12830;4629;12828;4627;River navigation crossing
nanhai;xinhui;sea;pp_nav_01861;12833;4621;12831;4619;River navigation crossing
nanxi;changning_changning;sea;pp_nav_01630;12467;4964;12469;4962;River navigation crossing
nasiriyah;samawa;sea;pp_nav_01501;9750;5115;9748;5113;River navigation crossing
nasiriyah;suq_al_shuyukh;sea;pp_nav_01515;9800;5092;9798;5090;River navigation crossing
natchez;opelousa;sea;pp_nav_01508;3519;5106;3517;5104;River navigation crossing
navidakh;khoja_idat_kala;sea;pp_nav_01244;10612;5546;10610;5544;River navigation crossing
nemby;tacshic;sea;pp_nav_02299;5066;1932;5064;1930;River navigation crossing
newenken;elcui;sea;pp_nav_02375;4569;1114;4571;1112;River navigation crossing
ngabo;ngato;sea;pp_nav_02105;8429;3211;8427;3209;River navigation crossing
ngabo;tumba_ikoko;sea;pp_nav_02119;8429;3176;8431;3174;River navigation crossing
ngoc_ma;pak_huei_lang;sea;pp_nav_01922;12425;4365;12423;4363;River navigation crossing
niagara;thahnawate;sea;pp_nav_01154;4093;5836;4095;5834;River navigation crossing
nikolsky;kutarka;sea;pp_nav_00484;9929;6814;9927;6812;River navigation crossing
ningfan;dayao;sea;pp_nav_01720;12302;4824;12304;4822;River navigation crossing
ningxia;lingzhou;sea;pp_nav_01251;12529;5531;12531;5529;River navigation crossing
nixi;zhuluo;sea;pp_nav_01647;12216;4928;12214;4926;River navigation crossing
nizhny_chir;aksay;sea;pp_nav_00918;9652;6165;9654;6163;River navigation crossing
nizhny_chir;stepanevka;sea;pp_nav_00918;9659;6174;9661;6172;River navigation crossing
nizhny_novgorod;rastyapino;sea;pp_nav_00549;9680;6731;9678;6729;River navigation crossing
nkee_us;wenatchi;sea;pp_nav_00984;2227;6102;2225;6100;River navigation crossing
nnewi;ozoro;sea;pp_nav_02029;7993;3666;7991;3664;River navigation crossing
nogoya;lalek_cotaa;sea;pp_nav_02357;4928;1509;4926;1507;River navigation crossing
nomatsigenga;tayaccasa;sea;pp_nav_02242;4320;2675;4318;2673;River navigation crossing
nong_khay;vientiane;sea;pp_nav_01933;12361;4340;12363;4338;River navigation crossing
north_meetto;tungi;sea;pp_nav_02232;9477;2732;9479;2730;River navigation crossing
nowe;grudziadz;sea;pp_nav_00686;8543;6523;8545;6521;River navigation crossing
nowe;kwidzyn;sea;pp_nav_00686;8543;6532;8545;6530;River navigation crossing
nuba_sud;sobat;sea;pp_nav_01970;9079;3872;9081;3870;River navigation crossing
nunu;ngato;sea;pp_nav_02105;8428;3218;8426;3216;River navigation crossing
nytva;dobryanka;sea;pp_nav_00435;10254;6851;10256;6849;River navigation crossing
obion;towosaghy;sea;pp_nav_01329;3608;5404;3606;5402;River navigation crossing
ofaie;porto_tibirica;sea;pp_nav_02279;5318;2151;5320;2149;River navigation crossing
ogoowe_kongo;bakele_kongo;sea;pp_nav_02078;8175;3338;8175;3336;River navigation crossing
oheyandewa;lewekeomi;sea;pp_nav_01252;3797;5543;3797;5541;River navigation crossing
okaisipi;kitchissippi;sea;pp_nav_01071;4259;5987;4261;5985;River navigation crossing
oleshia;ordu_bazar;sea;pp_nav_01014;9169;6058;9171;6056;River navigation crossing
ollo;emuer;sea;pp_nav_00695;13289;6520;13291;6518;River navigation crossing
omdurman;qerri;sea;pp_nav_01947;9175;4248;9177;4248;River navigation crossing
omerkot;aror;sea;pp_nav_01625;10878;4956;10880;4954;River navigation crossing
one;zarate;sea;pp_nav_01968;4284;3878;4286;3876;River navigation crossing
orange;uzes;sea;pp_nav_01125;7905;5906;7903;5904;River navigation crossing
orasul_de_floci;cernavoda;sea;pp_nav_01122;8967;5914;8969;5912;River navigation crossing
oril;kodak;sea;pp_nav_00912;9256;6196;9254;6194;River navigation crossing
oril;myshuryn_rih;sea;pp_nav_00902;9251;6200;9249;6198;River navigation crossing
osaakiiwaki;bkwejanong;sea;pp_nav_01160;3932;5801;3934;5799;River navigation crossing
osinsky;zalari;sea;pp_nav_00690;12398;6522;12396;6520;River navigation crossing
oskemen;shar;sea;pp_nav_00853;11408;6298;11406;6296;River navigation crossing
ostiglia;mirandola;sea;pp_nav_01101;8202;5955;8200;5953;River navigation crossing
ostrovskoye;yakovlevskoye_bolshoye;sea;pp_nav_00511;9607;6801;9605;6799;River navigation crossing
ostrovskoye;yuryev_povolzhsk;sea;pp_nav_00511;9612;6798;9610;6796;River navigation crossing
oxford;abingdon;sea;pp_nav_00788;7633;6403;7631;6401;River navigation crossing
ozoro;azia;sea;pp_nav_02029;7988;3654;7990;3652;River navigation crossing
pabna;fathabad;sea;pp_nav_01839;11768;4677;11766;4675;River navigation crossing
pabna;sreepur;sea;pp_nav_01827;11745;4690;11743;4688;River navigation crossing
pacaha;quizquiz;sea;pp_nav_01362;3580;5334;3582;5332;River navigation crossing
pagan;saw;sea;pp_nav_01882;12009;4517;12007;4515;River navigation crossing
pakokku;pagan;sea;pp_nav_01882;12014;4531;12016;4529;River navigation crossing
pakokku;talok;sea;pp_nav_01882;12024;4537;12026;4535;River navigation crossing
pakpattan;chishtian;sea;pp_nav_01543;11039;5053;11041;5051;River navigation crossing
pakrac;gradiski_brod;sea;pp_nav_01086;8464;5971;8462;5969;River navigation crossing
pali_uttar_pradesh;kanauj;sea;pp_nav_01692;11322;4873;11320;4871;River navigation crossing
pali_uttar_pradesh;sargadwari;sea;pp_nav_01674;11308;4895;11306;4893;River navigation crossing
pancevo;belgrad;sea;pp_nav_01102;8623;5941;8621;5939;River navigation crossing
pancevo;petrovaradin;sea;pp_nav_01076;8613;5962;8611;5960;River navigation crossing
pangu;yakesa;sea;pp_nav_00713;13378;6496;13376;6494;River navigation crossing
pangyang;monghsu;sea;pp_nav_01871;12181;4583;12179;4581;River navigation crossing
pankara;tumbalala;sea;pp_nav_02203;5907;2868;5905;2866;River navigation crossing
pankara;tuxa;sea;pp_nav_02203;5914;2867;5912;2865;River navigation crossing
pankararu;xoko;sea;pp_nav_02217;5962;2822;5960;2820;River navigation crossing
pantagoras;ondaimas;sea;pp_nav_02017;4296;3694;4298;3692;River navigation crossing
paranabuku;tumbalala;sea;pp_nav_02205;5869;2849;5867;2847;River navigation crossing
parkateje;pyti;sea;pp_nav_02176;5477;3055;5479;3053;River navigation crossing
paru;kuruaya;sea;pp_nav_02096;5274;3253;5276;3251;River navigation crossing
