name,method,category,color,default_market_price,transport_cost,food,block_rgo_upgrade,development_threshold,origin_in_old_world,origin_in_new_world,custom_tags,demand_add,demand_multiply,wealth_impact_threshold,data,source_file,source_line,source_layer,source_mod,source_mode,source_history
glass,,produced,goods_glass,3.0,1.0,,,20.0,,,[],"{""burghers"":0.025,""clergy"":0.01,""nobles"":0.1}",{},{},"{""entries"":[{""key"":""category"",""op"":""="",""value"":""produced""},{""key"":""color"",""op"":""="",""value"":""goods_glass""},{""key"":""default_market_price"",""op"":""="",""value"":3},{""key"":""transport_cost"",""op"":""="",""value"":0.5},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""nobles"",""op"":""="",""value"":0.1},{""key"":""burghers"",""op"":""="",""value"":0.025},{""key"":""clergy"",""op"":""="",""value"":0.01}],""items"":[]}},{""key"":""development_threshold"",""op"":""="",""value"":20},{""key"":""transport_cost"",""op"":""="",""value"":1}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,82,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/02_produced_goods.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":79,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":82,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
steel,,produced,goods_steel,5.0,1.0,,,,,,[],{},{},{},"{""entries"":[{""key"":""category"",""op"":""="",""value"":""produced""},{""key"":""color"",""op"":""="",""value"":""goods_steel""},{""key"":""default_market_price"",""op"":""="",""value"":5},{""key"":""transport_cost"",""op"":""="",""value"":1}],""items"":[]}",/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/02_produced_goods.txt,95,vanilla,,CREATE,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/02_produced_goods.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":95,""mod_name"":null,""mode"":""CREATE""}]"
cloth,,produced,goods_cloth,3.0,1.0,,,,,,[],"{""burghers"":0.045,""clergy"":0.09,""laborers"":0.00338,""peasants"":0.00225,""slaves"":0.00113,""soldiers"":0.0045}",{},"{""all"":0.5}","{""entries"":[{""key"":""category"",""op"":""="",""value"":""produced""},{""key"":""color"",""op"":""="",""value"":""goods_cloth""},{""key"":""default_market_price"",""op"":""="",""value"":3},{""key"":""transport_cost"",""op"":""="",""value"":0.5},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""peasants"",""op"":""="",""value"":0.00225},{""key"":""soldiers"",""op"":""="",""value"":0.0045},{""key"":""laborers"",""op"":""="",""value"":0.00338},{""key"":""slaves"",""op"":""="",""value"":0.00113},{""key"":""burghers"",""op"":""="",""value"":0.045},{""key"":""clergy"",""op"":""="",""value"":0.09}],""items"":[]}},{""key"":""wealth_impact_threshold"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":0.5}],""items"":[]}},{""key"":""winter_demand_modifier"",""op"":""="",""value"":{""entries"":[{""key"":""none"",""op"":""="",""value"":0.5},{""key"":""mild"",""op"":""="",""value"":1},{""key"":""normal"",""op"":""="",""value"":1.5},{""key"":""severe"",""op"":""="",""value"":2}],""items"":[]}},{""key"":""transport_cost"",""op"":""="",""value"":1}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,85,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/02_produced_goods.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":103,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":85,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
fine_cloth,,produced,goods_fine_cloth,6.0,1.0,,,20.0,,,[],"{""burghers"":0.03,""clergy"":0.04,""nobles"":0.25}",{},"{""all"":1.25}","{""entries"":[{""key"":""category"",""op"":""="",""value"":""produced""},{""key"":""color"",""op"":""="",""value"":""goods_fine_cloth""},{""key"":""default_market_price"",""op"":""="",""value"":6},{""key"":""transport_cost"",""op"":""="",""value"":0.5},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""nobles"",""op"":""="",""value"":0.25},{""key"":""burghers"",""op"":""="",""value"":0.03},{""key"":""clergy"",""op"":""="",""value"":0.04}],""items"":[]}},{""key"":""development_threshold"",""op"":""="",""value"":20},{""key"":""wealth_impact_threshold"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":1.25}],""items"":[]}},{""key"":""transport_cost"",""op"":""="",""value"":1}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,88,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/02_produced_goods.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":130,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":88,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
liquor,,produced,goods_liquor,2.5,1.0,,,,,,[],"{""all"":0.00072}","{""nobles"":2.0,""slaves"":0.0,""tribesmen"":0.0,""upper"":5.0}","{""all"":0.5}","{""entries"":[{""key"":""category"",""op"":""="",""value"":""produced""},{""key"":""color"",""op"":""="",""value"":""goods_liquor""},{""key"":""default_market_price"",""op"":""="",""value"":2.5},{""key"":""transport_cost"",""op"":""="",""value"":0.5},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":0.00072}],""items"":[]}},{""key"":""demand_multiply"",""op"":""="",""value"":{""entries"":[{""key"":""upper"",""op"":""="",""value"":5},{""key"":""nobles"",""op"":""="",""value"":2},{""key"":""slaves"",""op"":""="",""value"":0},{""key"":""tribesmen"",""op"":""="",""value"":0}],""items"":[]}},{""key"":""wealth_impact_threshold"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":0.5}],""items"":[]}},{""key"":""region_demand_modifier"",""op"":""="",""value"":{""entries"":[{""key"":""iberia_region"",""op"":""="",""value"":0.5},{""key"":""italy_region"",""op"":""="",""value"":0.5},{""key"":""balkan_region"",""op"":""="",""value"":0.5},{""key"":""scandinavian_region"",""op"":""="",""value"":2},{""key"":""ural_region"",""op"":""="",""value"":2},{""key"":""russian_region"",""op"":""="",""value"":2}],""items"":[]}},{""key"":""transport_cost"",""op"":""="",""value"":1}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,91,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/02_produced_goods.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":151,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":91,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
beer,,produced,goods_beer,2.0,1.0,,,,,,[],"{""all"":0.0024}","{""burghers"":2.0,""clergy"":2.0,""laborers"":2.0,""nobles"":2.0,""slaves"":0.0,""soldiers"":3.0,""tribesmen"":0.0,""upper"":5.0}","{""all"":0.75}","{""entries"":[{""key"":""category"",""op"":""="",""value"":""produced""},{""key"":""color"",""op"":""="",""value"":""goods_beer""},{""key"":""default_market_price"",""op"":""="",""value"":2},{""key"":""transport_cost"",""op"":""="",""value"":0.5},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":0.0024}],""items"":[]}},{""key"":""demand_multiply"",""op"":""="",""value"":{""entries"":[{""key"":""upper"",""op"":""="",""value"":5},{""key"":""nobles"",""op"":""="",""value"":2},{""key"":""clergy"",""op"":""="",""value"":2},{""key"":""burghers"",""op"":""="",""value"":2},{""key"":""laborers"",""op"":""="",""value"":2},{""key"":""soldiers"",""op"":""="",""value"":3},{""key"":""slaves"",""op"":""="",""value"":0},{""key"":""tribesmen"",""op"":""="",""value"":0}],""items"":[]}},{""key"":""wealth_impact_threshold"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":0.75}],""items"":[]}},{""key"":""region_demand_modifier"",""op"":""="",""value"":{""entries"":[{""key"":""iberia_region"",""op"":""="",""value"":0.5},{""key"":""italy_region"",""op"":""="",""value"":0.5},{""key"":""balkan_region"",""op"":""="",""value"":0.5}],""items"":[]}},{""key"":""transport_cost"",""op"":""="",""value"":1}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,94,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/02_produced_goods.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":183,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":94,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
paper,,produced,goods_paper,2.0,1.0,,,20.0,,,[],"{""burghers"":0.034,""clergy"":0.067,""nobles"":0.017}",{},"{""all"":1.2}","{""entries"":[{""key"":""category"",""op"":""="",""value"":""produced""},{""key"":""color"",""op"":""="",""value"":""goods_paper""},{""key"":""default_market_price"",""op"":""="",""value"":2},{""key"":""transport_cost"",""op"":""="",""value"":0.5},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""nobles"",""op"":""="",""value"":0.017},{""key"":""burghers"",""op"":""="",""value"":0.034},{""key"":""clergy"",""op"":""="",""value"":0.067}],""items"":[]}},{""key"":""development_threshold"",""op"":""="",""value"":20},{""key"":""literacy_demand_factor"",""op"":""="",""value"":1},{""key"":""wealth_impact_threshold"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":1.2}],""items"":[]}},{""key"":""transport_cost"",""op"":""="",""value"":1}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,97,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/02_produced_goods.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":215,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":97,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
books,,produced,goods_books,3.0,1.0,,,30.0,,,[],"{""burghers"":0.03,""clergy"":0.06,""nobles"":0.015}",{},"{""all"":1.1}","{""entries"":[{""key"":""category"",""op"":""="",""value"":""produced""},{""key"":""color"",""op"":""="",""value"":""goods_books""},{""key"":""default_market_price"",""op"":""="",""value"":3},{""key"":""transport_cost"",""op"":""="",""value"":0.5},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""nobles"",""op"":""="",""value"":0.015},{""key"":""burghers"",""op"":""="",""value"":0.03},{""key"":""clergy"",""op"":""="",""value"":0.06}],""items"":[]}},{""key"":""development_threshold"",""op"":""="",""value"":30},{""key"":""literacy_demand_factor"",""op"":""="",""value"":1},{""key"":""wealth_impact_threshold"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":1.1}],""items"":[]}},{""key"":""transport_cost"",""op"":""="",""value"":1}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,100,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/02_produced_goods.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":238,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":100,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
jewelry,,produced,goods_jewelry,5.0,1.0,,,,,,[],"{""burghers"":0.005,""nobles"":0.1}",{},"{""all"":1.2}","{""entries"":[{""key"":""category"",""op"":""="",""value"":""produced""},{""key"":""color"",""op"":""="",""value"":""goods_jewelry""},{""key"":""default_market_price"",""op"":""="",""value"":5},{""key"":""transport_cost"",""op"":""="",""value"":0.5},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""nobles"",""op"":""="",""value"":0.1},{""key"":""burghers"",""op"":""="",""value"":0.005}],""items"":[]}},{""key"":""wealth_impact_threshold"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":1.2}],""items"":[]}},{""key"":""transport_cost"",""op"":""="",""value"":1}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,103,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/02_produced_goods.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":262,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":103,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
leather,,produced,goods_leather,3.0,1.0,,,,,,[],"{""laborers"":0.0025,""nobles"":0.025,""peasants"":0.00025,""soldiers"":0.005}",{},{},"{""entries"":[{""key"":""category"",""op"":""="",""value"":""produced""},{""key"":""color"",""op"":""="",""value"":""goods_leather""},{""key"":""default_market_price"",""op"":""="",""value"":3},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""nobles"",""op"":""="",""value"":0.025},{""key"":""soldiers"",""op"":""="",""value"":0.005},{""key"":""laborers"",""op"":""="",""value"":0.0025},{""key"":""peasants"",""op"":""="",""value"":0.00025}],""items"":[]}}],""items"":[]}",/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/02_produced_goods.txt,279,vanilla,,CREATE,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/02_produced_goods.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":279,""mod_name"":null,""mode"":""CREATE""}]"
tools,,produced,goods_tools,3.25,1.0,,,,,,[],"{""laborers"":0.001}",{},"{""all"":0.75}","{""entries"":[{""key"":""category"",""op"":""="",""value"":""produced""},{""key"":""color"",""op"":""="",""value"":""goods_tools""},{""key"":""default_market_price"",""op"":""="",""value"":3},{""key"":""transport_cost"",""op"":""="",""value"":0.5},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""laborers"",""op"":""="",""value"":0.001}],""items"":[]}},{""key"":""wealth_impact_threshold"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":0.75}],""items"":[]}},{""key"":""transport_cost"",""op"":""="",""value"":1},{""key"":""default_market_price"",""op"":""="",""value"":3.25}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,106,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/02_produced_goods.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":293,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":106,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
masonry,,produced,goods_masonry,1.0,1.0,,,,,,[],"{""all"":1e-05,""laborers"":0.0003,""peasants"":0.0002}","{""slaves"":0.0,""tribesmen"":0.0,""upper"":1.5}","{""all"":1.0}","{""entries"":[{""key"":""category"",""op"":""="",""value"":""produced""},{""key"":""color"",""op"":""="",""value"":""goods_masonry""},{""key"":""default_market_price"",""op"":""="",""value"":1},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":1e-05},{""key"":""laborers"",""op"":""="",""value"":0.0003},{""key"":""peasants"",""op"":""="",""value"":0.0002}],""items"":[]}},{""key"":""demand_multiply"",""op"":""="",""value"":{""entries"":[{""key"":""upper"",""op"":""="",""value"":1.5},{""key"":""slaves"",""op"":""="",""value"":0},{""key"":""tribesmen"",""op"":""="",""value"":0}],""items"":[]}},{""key"":""wealth_impact_threshold"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":1.0}],""items"":[]}},{""key"":""ai_rgo_expansion_priority"",""op"":""="",""value"":0.25}],""items"":[]}",/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/02_produced_goods.txt,310,vanilla,,CREATE,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/02_produced_goods.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":310,""mod_name"":null,""mode"":""CREATE""}]"
lacquerware,,produced,goods_lacquerware,5.0,1.0,,,20.0,,,[],"{""burghers"":0.02,""nobles"":0.05}",{},"{""all"":1.2}","{""entries"":[{""key"":""category"",""op"":""="",""value"":""produced""},{""key"":""color"",""op"":""="",""value"":""goods_lacquerware""},{""key"":""default_market_price"",""op"":""="",""value"":5},{""key"":""transport_cost"",""op"":""="",""value"":0.5},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""nobles"",""op"":""="",""value"":0.05},{""key"":""burghers"",""op"":""="",""value"":0.02}],""items"":[]}},{""key"":""development_threshold"",""op"":""="",""value"":20},{""key"":""wealth_impact_threshold"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":1.2}],""items"":[]}},{""key"":""transport_cost"",""op"":""="",""value"":1}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,110,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/02_produced_goods.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":334,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":110,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
pottery,,produced,goods_pottery,1.0,1.0,,,,,,[],"{""all"":0.0015}","{""burghers"":2.0,""laborers"":1.5,""slaves"":0.0,""tribesmen"":0.0}",{},"{""entries"":[{""key"":""category"",""op"":""="",""value"":""produced""},{""key"":""color"",""op"":""="",""value"":""goods_pottery""},{""key"":""default_market_price"",""op"":""="",""value"":1},{""key"":""transport_cost"",""op"":""="",""value"":0.5},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":0.0015}],""items"":[]}},{""key"":""demand_multiply"",""op"":""="",""value"":{""entries"":[{""key"":""laborers"",""op"":""="",""value"":1.5},{""key"":""burghers"",""op"":""="",""value"":2.0},{""key"":""slaves"",""op"":""="",""value"":0},{""key"":""tribesmen"",""op"":""="",""value"":0}],""items"":[]}},{""key"":""transport_cost"",""op"":""="",""value"":1}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,113,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/02_produced_goods.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":352,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":113,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
furniture,,produced,goods_furniture,3.0,1.0,,,,,,[],"{""all"":0.0009}","{""nobles"":2.0,""slaves"":0.0,""tribesmen"":0.0,""upper"":10.0}","{""all"":1.0}","{""entries"":[{""key"":""category"",""op"":""="",""value"":""produced""},{""key"":""color"",""op"":""="",""value"":""goods_furniture""},{""key"":""default_market_price"",""op"":""="",""value"":3},{""key"":""transport_cost"",""op"":""="",""value"":0.5},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":0.0009}],""items"":[]}},{""key"":""demand_multiply"",""op"":""="",""value"":{""entries"":[{""key"":""upper"",""op"":""="",""value"":10},{""key"":""nobles"",""op"":""="",""value"":2},{""key"":""slaves"",""op"":""="",""value"":0},{""key"":""tribesmen"",""op"":""="",""value"":0}],""items"":[]}},{""key"":""wealth_impact_threshold"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":1.0}],""items"":[]}},{""key"":""transport_cost"",""op"":""="",""value"":1}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,116,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/02_produced_goods.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":370,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":116,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
wild_game,hunting,raw_material,goods_wild_game,1.0,1.0,0.0,true,,,,[],"{""all"":0.0004}","{""burghers"":5.0,""clergy"":5.0,""nobles"":20.0,""tribesmen"":0.0}",{},"{""entries"":[{""key"":""method"",""op"":""="",""value"":""hunting""},{""key"":""category"",""op"":""="",""value"":""raw_material""},{""key"":""color"",""op"":""="",""value"":""goods_wild_game""},{""key"":""food"",""op"":""="",""value"":3.5},{""key"":""default_market_price"",""op"":""="",""value"":1},{""key"":""demand_add"",""op"":""="",""value"":{""entries"":[{""key"":""all"",""op"":""="",""value"":0.0004}],""items"":[]}},{""key"":""demand_multiply"",""op"":""="",""value"":{""entries"":[{""key"":""nobles"",""op"":""="",""value"":20},{""key"":""clergy"",""op"":""="",""value"":5},{""key"":""burghers"",""op"":""="",""value"":5},{""key"":""tribesmen"",""op"":""="",""value"":0}],""items"":[]}},{""key"":""no_demand_if_no_market_availability"",""op"":""="",""value"":true},{""key"":""food"",""op"":""="",""value"":-3.5},{""key"":""block_rgo_upgrade"",""op"":""="",""value"":true}],""items"":[]}",/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt,7,constructor,Prosper or Perish Constructor,TRY_INJECT,"[{""file"":""/mnt/c/Games/steamapps/common/Europa Universalis V/game/in_game/common/goods/03_food.txt"",""layer_id"":""vanilla"",""layer_name"":""Vanilla"",""line"":3,""mod_name"":null,""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/goods/pp_goods_adjustments.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":7,""mod_name"":""Prosper or Perish Constructor"",""mode"":""TRY_INJECT""}]"
