name,category,produced,output,input_goods,input_amounts,no_upkeep,required_pop_type,required_pop_amount,source_kind,building,production_method_group,production_method_group_index,production_efficiency_modifier,adjusted_output,output_value,input_cost,profit,profit_margin_percent,missing_price_goods,population_basis,output_per_population,source_file,source_line,source_layer,source_mod,source_mode,source_history
pp_legumes_farm_livestock,building_maintenance,legumes,0.166,"[""tools"",""livestock""]","[0.03,0.045]",false,,,inline,farming_village,farming_village:unique_production_methods:1,1,0.0,0.166,0.166,0.165,0.0010000000000000009,0.6060606060606066,[],1.0,0.166,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_farming_village.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_farming_village.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_potato_farm_maintenance,building_maintenance,potato,0.11,"[""tools"",""livestock""]","[0.0,0.03]",false,,,inline,farming_village,farming_village:unique_production_methods:1,1,0.0,0.11,0.11,0.045,0.065,144.44444444444446,[],1.0,0.11,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_farming_village.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_farming_village.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_olives_farm_maintenance,building_maintenance,olives,0.11,"[""tools"",""livestock""]","[0.0,0.03]",false,,,inline,farming_village,farming_village:unique_production_methods:1,1,0.0,0.11,0.11,0.045,0.065,144.44444444444446,[],1.0,0.11,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_farming_village.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_farming_village.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_farming_village_no_beeswax,building_maintenance,,,[],[],false,,,inline,farming_village,farming_village:unique_production_methods:2,2,0.0,,0.0,0.0,0.0,,[],1.0,,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_farming_village.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_farming_village.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_farming_village_minor_beeswax,building_maintenance,beeswax,0.063,"[""furniture"",""cloth""]","[0.0,0.0]",false,,,inline,farming_village,farming_village:unique_production_methods:2,2,0.0,0.063,0.126,0.0,0.126,,[],1.0,0.063,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_farming_village.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_farming_village.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_farming_village_no_worker_victuals,building_maintenance,,,[],[],false,,,inline,farming_village,farming_village:unique_production_methods:3,3,0.0,,0.0,0.0,0.0,,[],1.0,,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_farming_village.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_farming_village.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_farming_village_worker_victuals,building_maintenance,victuals,0.033,[],[],false,,,inline,farming_village,farming_village:unique_production_methods:3,3,0.0,0.033,0.099,0.0,0.099,,[],1.0,0.033,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_farming_village.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_farming_village.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_forest_village_base_leather,building_maintenance,leather,0.04,[],[],false,,,inline,forest_village,forest_village:unique_production_methods:0,0,0.0,0.04,0.12,0.0,0.12,,[],1.0,0.04,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_forest_village.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_forest_village.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_forest_village_base_wild_game,building_maintenance,wild_game,0.06,[],[],false,,,inline,forest_village,forest_village:unique_production_methods:0,0,0.0,0.06,0.06,0.0,0.06,,[],1.0,0.06,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_forest_village.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_forest_village.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_forest_village_base_fur,building_maintenance,fur,0.027,[],[],false,,,inline,forest_village,forest_village:unique_production_methods:0,0,0.0,0.027,0.054,0.0,0.054,,[],1.0,0.027,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_forest_village.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_forest_village.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_forest_village_base_beeswax,building_maintenance,beeswax,0.05,[],[],false,,,inline,forest_village,forest_village:unique_production_methods:0,0,0.0,0.05,0.1,0.0,0.1,,[],1.0,0.05,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_forest_village.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_forest_village.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_forest_village_no_primary,building_maintenance,,,[],[],false,,,inline,forest_village,forest_village:unique_production_methods:1,1,0.0,,0.0,0.0,0.0,,[],1.0,,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_forest_village.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_forest_village.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_forest_tannery,building_maintenance,leather,0.039,"[""sand"",""tar"",""wild_game""]","[0.0,0.0,0.1]",false,,,inline,forest_village,forest_village:unique_production_methods:1,1,0.0,0.039,0.11699999999999999,0.1,0.016999999999999987,16.999999999999986,[],1.0,0.039,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_forest_village.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_forest_village.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_hunting_lodges,building_maintenance,wild_game,0.063,"[""weaponry""]",[0.0],false,,,inline,forest_village,forest_village:unique_production_methods:1,1,0.0,0.063,0.063,0.0,0.063,,[],1.0,0.063,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_forest_village.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_forest_village.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_fur_trapping,building_maintenance,fur,0.064,"[""tools"",""weaponry""]","[0.013,0.021]",false,,,inline,forest_village,forest_village:unique_production_methods:1,1,0.0,0.064,0.128,0.10525,0.022750000000000006,21.615201900237537,[],1.0,0.064,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_forest_village.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_forest_village.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_forest_village_forest_apiary,building_maintenance,beeswax,0.13,"[""cloth""]",[0.08],false,,,inline,forest_village,forest_village:unique_production_methods:1,1,0.0,0.13,0.26,0.24,0.020000000000000018,8.333333333333341,[],1.0,0.13,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_forest_village.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_forest_village.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_forest_village_no_worker_victuals,building_maintenance,,,[],[],false,,,inline,forest_village,forest_village:unique_production_methods:2,2,0.0,,0.0,0.0,0.0,,[],1.0,,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_forest_village.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_forest_village.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_forest_village_worker_victuals,building_maintenance,victuals,0.033,[],[],false,,,inline,forest_village,forest_village:unique_production_methods:2,2,0.0,0.033,0.099,0.0,0.099,,[],1.0,0.033,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_forest_village.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_forest_village.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_market_village_rural_blacksmith,building_maintenance,tools,0.5,"[""iron""]",[0.417],false,,,inline,market_village,market_village:unique_production_methods:0,0,0.0,0.5,1.625,1.4595,0.16549999999999998,11.33949982870846,[],1.0,0.5,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_market_village_market_access.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_market_village_market_access.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_market_village_rural_millet_brewery,building_maintenance,beer,0.5,"[""millet"",""lumber"",""tools""]","[0.524,0.105,0.074]",false,,,inline,market_village,market_village:unique_production_methods:0,0,0.0,0.5,1.0,0.94825,0.05174999999999996,5.457421566042706,[],1.0,0.5,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_market_village_market_access.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_market_village_market_access.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_market_village_rural_weaponmaker,building_maintenance,weaponry,0.2,"[""lumber""]",[0.333],false,,,inline,market_village,market_village:unique_production_methods:0,0,0.0,0.2,0.6000000000000001,0.58275,0.0172500000000001,2.960102960102977,[],1.0,0.2,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_market_village_market_access.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_market_village_market_access.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_market_village_rural_jewelry_carver,building_maintenance,jewelry,0.1,"[""stone""]",[0.428],false,,,inline,market_village,market_village:unique_production_methods:0,0,0.0,0.1,0.5,0.428,0.07200000000000001,16.82242990654206,[],1.0,0.1,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_market_village_market_access.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_market_village_market_access.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_market_village_rural_pottery_maker,building_maintenance,pottery,0.2,"[""clay""]",[0.333],false,,,inline,market_village,market_village:unique_production_methods:0,0,0.0,0.2,0.2,0.1665,0.0335,20.12012012012012,[],1.0,0.2,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_market_village_market_access.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_market_village_market_access.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_rural_glassmaker_rural_glassmaker_maintenance,guild_input,glass,0.2,"[""sand""]",[1.056],false,,,inline,rural_glassmaker,rural_glassmaker:unique_production_methods:0,0,0.0,0.2,0.6000000000000001,0.528,0.07200000000000006,13.636363636363647,[],1.0,0.2,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_rural_glassmaker.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_rural_glassmaker.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_rural_clothmaker_rural_wool_clothmaker,guild_input,cloth,0.5,"[""wool""]",[0.571],false,,,inline,rural_clothmaker,rural_clothmaker:unique_production_methods:0,0,0.0,0.5,1.5,1.4274999999999998,0.07250000000000023,5.078809106830139,[],1.0,0.5,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_rural_clothmaker.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_rural_clothmaker.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_rural_clothmaker_rural_cotton_clothmaker,guild_input,cloth,0.5,"[""cotton""]",[0.476],false,,,inline,rural_clothmaker,rural_clothmaker:unique_production_methods:0,0,0.0,0.5,1.5,1.428,0.07200000000000006,5.042016806722694,[],1.0,0.5,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_rural_clothmaker.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_rural_clothmaker.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_rural_clothmaker_rural_fiber_clothmaker,guild_input,cloth,0.4,"[""fiber_crops""]",[0.564],false,,,inline,rural_clothmaker,rural_clothmaker:unique_production_methods:0,0,0.0,0.4,1.2000000000000002,1.128,0.07200000000000029,6.382978723404281,[],1.0,0.4,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_rural_clothmaker.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_rural_clothmaker.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_char_coal_maintenance,guild_input,coal,0.62,"[""lumber"",""clay""]","[0.51,1.2]",false,,,inline,charcoal_maker,charcoal_maker:unique_production_methods:0,0,0.0,0.62,1.24,1.4925000000000002,-0.25250000000000017,-16.91792294807371,[],1.0,0.62,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_charcoal_maker.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_charcoal_maker.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_improved_char_coal_maintenance,guild_input,coal,0.9,"[""lumber"",""clay""]","[0.63,1.48]",false,,,inline,improved_charcoal_maker,improved_charcoal_maker:unique_production_methods:0,0,0.0,0.9,1.8,1.8425,-0.04249999999999998,-2.3066485753052905,[],1.0,0.9,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_improved_charcoal_maker.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_improved_charcoal_maker.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_elephant_hunting_grounds_elephant_hunting_grounds_maintenance,guild_input,ivory,1.0,"[""tools"",""weaponry"",""elephants""]","[0.245,0.245,0.491]",false,,,inline,elephant_hunting_grounds,elephant_hunting_grounds:unique_production_methods:0,0,0.0,1.0,4.0,3.98625,0.013749999999999929,0.3449357165255548,[],1.0,1.0,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_elephant_hunting_grounds.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_elephant_hunting_grounds.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
windmill_maintenance,building_maintenance,,,"[""tools"",""lumber"",""cloth""]","[0.025,0.05,0.05]",false,,,inline,windmill,windmill:unique_production_methods:0,0,0.0,,0.0,0.31875000000000003,-0.31875000000000003,-100.0,[],1.0,,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_windmill.txt,2,constructor,Prosper or Perish Constructor,INJECT,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/rural_buildings.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":521,""mod_name"":""Prosper or Perish Constructor"",""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_windmill.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""INJECT""}]"
local_smelters_maintenance,building_maintenance,,,"[""tools"",""lumber"",""coal""]","[0.025,0.05,0.05]",false,,,inline,local_smelters,local_smelters:unique_production_methods:0,0,0.0,,0.0,0.26875000000000004,-0.26875000000000004,-100.0,[],1.0,,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_local_smelters.txt,2,constructor,Prosper or Perish Constructor,INJECT,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/rural_buildings.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":567,""mod_name"":""Prosper or Perish Constructor"",""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_local_smelters.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""INJECT""}]"
sawmill_maintenance,building_maintenance,,,"[""tools""]",[0.05],false,,,inline,sawmill,sawmill:unique_production_methods:0,0,0.0,,0.0,0.1625,-0.1625,-100.0,[],1.0,,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_sawmill.txt,2,constructor,Prosper or Perish Constructor,INJECT,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/rural_buildings.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":615,""mod_name"":""Prosper or Perish Constructor"",""mode"":""CREATE""},{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_sawmill.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""INJECT""}]"
pp_sheep_farm_base_wool,building_maintenance,wool,0.06,[],[],false,,,inline,sheep_farms,sheep_farms:unique_production_methods:0,0,0.0,0.06,0.15,0.0,0.15,,[],1.0,0.06,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_sheep_farms.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_sheep_farms.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_sheep_farm_no_primary,building_maintenance,,,[],[],false,,,inline,sheep_farms,sheep_farms:unique_production_methods:1,1,0.0,,0.0,0.0,0.0,,[],1.0,,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_sheep_farms.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_sheep_farms.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
pp_sheep_farm_maintenance,building_maintenance,wool,0.06,"[""lumber"",""tools""]","[0.05,0.01]",false,,,inline,sheep_farms,sheep_farms:unique_production_methods:1,1,0.0,0.06,0.15,0.12000000000000001,0.029999999999999985,24.999999999999986,[],1.0,0.06,/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_sheep_farms.txt,2,constructor,Prosper or Perish Constructor,REPLACE,"[{""file"":""/home/jan/development/ProsperOrPerishConstructor/mod/Prosper or Perish (Population Growth & Food Rework)/in_game/common/building_types/zz_pp_sheep_farms.txt"",""layer_id"":""constructor"",""layer_name"":""Prosper or Perish Constructor"",""line"":2,""mod_name"":""Prosper or Perish Constructor"",""mode"":""REPLACE""}]"
